pred_s,pred_p,pred_o,gt_s,gt_p,gt_o,tier,triple_sim
tom bradley,joined,kettering,,,,no_match,0.0
london,midland and scottish railway company,tom bradley,,,,no_match,0.0
gideon rodan,taught,university connecticut,,,,no_match,0.0
gideon rodan,taught,school dental medicine,,,,no_match,0.0
hezbollah,launched,rocket attacks raids,,,,no_match,0.0
hezbollah,launched,israeli territory,,,,no_match,0.0
courtelary,mentioned in,968,,,,no_match,0.0
strike,addressed,public meetings,,,,no_match,0.0
workers,addressed,public meetings,,,,no_match,0.0
janet jagan,addressed,public meetings,,,,no_match,0.0
leaders giwu,addressed,public meetings,,,,no_match,0.0
nc 122,diverge,northeast tarboro,,,,no_match,0.0
plants,adapted to,mountains,,,,no_match,0.0
muncy creek,flows along,border,,,,no_match,0.0
muncy creek,flows along,penn township,,,,no_match,0.0
rsno,base,royal concert hall,,,,no_match,0.0
rsno,new base,royal concert hall,,,,no_match,0.0
dripping,can be clarified,adding,,,,no_match,0.0
sliced raw potato,can is added,dripping,,,,no_match,0.0
sliced raw potato,can is cooked,until,,,,no_match,0.0
sliced raw potato,can turns,brown,,,,no_match,0.0
map,does,nearly well,,,,no_match,0.0
they,gained,promotion,,,,no_match,0.0
they,gained promotion to,first division,,,,no_match,0.0
they,gained promotion in,1974,,,,no_match,0.0
they,returned,first attempt,,,,no_match,0.0
they,gained,first division,,,,no_match,0.0
they,gained,1974,,,,no_match,0.0
king,refers to,contradictions,,,,no_match,0.0
king,refers to,material reality,,,,no_match,0.0
king,refers to,upbringing,,,,no_match,0.0
king,refers to,behavior,,,,no_match,0.0
king,refers to,snobbish behavior,,,,no_match,0.0
songs,suggests negate,what,,,,no_match,0.0
many,suggests consider,be,,,,no_match,0.0
byrom street cutting,became,runaway catch point,,,,no_match,0.0
byrom street cutting,became,catch point,,,,no_match,0.0
byrom street cutting,became,runaway,,,,no_match,0.0
byrom street cutting,became,point,,,,no_match,0.0
judge,reviewed,case,,,,no_match,0.0
istanbul,observed,practice,,,,no_match,0.0
resistance,encountered,lady mary wortley montagu,,,,no_match,0.0
french community belgium,responsible for,matters,,,,no_match,0.0
french community belgium,responsible for,education,,,,no_match,0.0
thought,becomes,more inward spiritual,,,,no_match,0.0
god,desires,man s observance,,,,no_match,0.0
replica,of,shiva lingam,,,,no_match,0.0
parsley hay,connected,north staffordshire railway,,,,no_match,0.0
form violence,occurs,other domestic relationships,,,,no_match,0.0
second session,produced,i ve just got forget you,,,,no_match,0.0
she,began,1947,,,,no_match,0.0
continuing duties,may became,specified,,,,no_match,0.0
manumission agreements,may contain,duties,,,,no_match,0.0
he,working,clubs,,,,no_match,0.0
israel,captured,sector,,,,no_match,0.0
israel,captured,six day war,,,,no_match,0.0
israel,captured in,six day war,,,,no_match,0.0
these tracks,been included,cd reissues,,,,no_match,0.0
these tracks,been included,album,,,,no_match,0.0
these tracks,been included,plan,,,,no_match,0.0
institut constant de rebecque,named,after,,,,no_match,0.0
owen,could believed,ills,,,,no_match,0.0
owen,could believed,industrial work relations,,,,no_match,0.0
owen,could believed,establishment,,,,no_match,0.0
henri de saint simon,could believed,ills,,,,no_match,0.0
henri de saint simon,could believed,establishment,,,,no_match,0.0
latchford viaduct,deemed,too expensive,,,,no_match,0.0
latchford viaduct,operational,it was deemed too expensive make extensive repairs,,,,no_match,0.0
latchford viaduct,operational,it was deemed too expensive,,,,no_match,0.0
latchford viaduct,too expensive,make extensive repairs,,,,no_match,0.0
latchford viaduct,too expensive,extensive repairs,,,,no_match,0.0
latchford viaduct,too expensive,repairs,,,,no_match,0.0
latchford viaduct,july 1985,closed,,,,no_match,0.0
july 1985,closed,latchford viaduct,,,,no_match,0.0
speranskaya,worked,kazan dolls theatre,,,,no_match,0.0
april 13,1987,iowa terminal railroad,,,,no_match,0.0
iowa terminal railroad,sold,april 13 1987,,,,no_match,0.0
pair,developed,idea,,,,no_match,0.0
club,ranked,sixth,,,,no_match,0.0
bond,a disagreement,sam graves,,,,no_match,0.0
first,may occurred,may 26,,,,no_match,0.0
first,may occurred,1994,,,,no_match,0.0
first,may has magnitude,6 0,,,,no_match,0.0
first,may occurred,may,,,,no_match,0.0
first moroccan crisis,worsened,tensions,,,,no_match,0.0
blackburne,could not has statement,would not tolerate refusal ratify appointment,,,,no_match,0.0
ariana,unable see,robin,,,,no_match,0.0
conte quinto mazzolini,undertook,negotiations,,,,no_match,0.0
conte quinto mazzolini,sought,italian recognition,,,,no_match,0.0
lehi terrorist group,sought,recognition jewish sovereignty palestine,,,,no_match,0.0
inocean ab,proposed,plans,,,,no_match,0.0
he,ran,four times,,,,no_match,0.0
they,became,popular,,,,no_match,0.0
performance,received,well,,,,no_match,0.0
squadrons,mobilized,back active duty,,,,no_match,0.0
personnel,mobilized,back active duty,,,,no_match,0.0
charles,not disbanded,army,,,,no_match,0.0
gladiators,developed,british version,,,,no_match,0.0
mouse,can,nine inches long,,,,no_match,0.0
mouse,can jump,four feet,,,,no_match,0.0
john crozier jr,could began,building,,,,no_match,0.0
these screening activities,include,these screening,,,,no_match,0.0
portion,cuts,smaller pieces,,,,no_match,0.0
portion,cut,smaller pieces,,,,no_match,0.0
he,died,suddenly,,,,no_match,0.0
they,point,tok pisin,,,,no_match,0.0
she,received,master degree,,,,no_match,0.0
vessel,can turning turtle,is less frequent but more dangerous,,,,no_match,0.0
ships,can turning turtle,is less frequent,,,,no_match,0.0
ships,can turning turtle,is less frequent but more dangerous,,,,no_match,0.0
smaller boats,can turning turtle,is less frequent,,,,no_match,0.0
method,relies,heavily,,,,no_match,0.0
his christian beliefs,fit,best,,,,no_match,0.0
objects,do not,contribute,,,,no_match,0.0
he,won,medal,,,,no_match,0.0
he,won,6th european championships,,,,no_match,0.0
he,won,european championships,,,,no_match,0.0
he,won,1958,,,,no_match,0.0
reaction,produces,r enantiomer,,,,no_match,0.0
reaction,produces,s enantiomer,,,,no_match,0.0
r enantiomer,not,medicinally desirable,,,,no_match,0.0
building,occupied,staff,,,,no_match,0.0
staff,occupied,building,,,,no_match,0.0
united states high commissioner germany,occupied,1949,,,,no_match,0.0
united states high commissioner germany,occupied,1952,,,,no_match,0.0
building,occupied,1952,,,,no_match,0.0
legislation,provides,surviving family members,,,,no_match,0.0
legislation,provides,firefighters,,,,no_match,0.0
legislation,provides,emergency services workers,,,,no_match,0.0
legislation,removes,killed while serving public good,,,,no_match,0.0
they,acquired,december 31 1963,,,,no_match,0.0
they,acquired,charles city western december 31 1963,,,,no_match,0.0
community empowerment networks,set up,part,,,,no_match,0.0
community empowerment networks,set up,initiative,,,,no_match,0.0
community empowerment networks,foster,community involvement,,,,no_match,0.0
community empowerment networks,foster,regeneration,,,,no_match,0.0
mark,made,announcement,,,,no_match,0.0
mark,made,announcement live air,,,,no_match,0.0
mark,made,5 20 pm gmt,,,,no_match,0.0
announcement,made,live,,,,no_match,0.0
announcement,made,air,,,,no_match,0.0
announcement,made,5 20 pm gmt,,,,no_match,0.0
staff,informed,24 hours earlier,,,,no_match,0.0
staff,informed,23 december,,,,no_match,0.0
staff,informed,decision,,,,no_match,0.0
davis,produced,singles,,,,no_match,0.0
davis,released,big r b sellers,,,,no_match,0.0
waist line,became,longer,,,,no_match,0.0
arsenal,became,1 1 draw,,,,no_match,0.0
arsenal,became,14 february 1987 1 1 draw,,,,no_match,0.0
arsenal,became,1 1 draw sheffield wednesday,,,,no_match,0.0
caro,trying to,organise,,,,no_match,0.0
alpha serpentis,located,approximately away,,,,no_match,0.0
shaftesbury,support,resolution,,,,no_match,0.0
two three year programs,offered,through,,,,no_match,0.0
three year programs,offered,through,,,,no_match,0.0
three year programs,offered,various fields,,,,no_match,0.0
two three year programs,offered,through divisions,,,,no_match,0.0
three year programs,offered,through divisions,,,,no_match,0.0
two three year programs,offered,divisions,,,,no_match,0.0
three year programs,offered,divisions,,,,no_match,0.0
two three year programs,offered,games animation,,,,no_match,0.0
three year programs,offered,games animation,,,,no_match,0.0
two three year programs,offered,industrial design,,,,no_match,0.0
three year programs,offered,industrial design,,,,no_match,0.0
two three year programs,offered,performing arts,,,,no_match,0.0
three year programs,offered,performing arts,,,,no_match,0.0
two three year programs,offered,information communications,,,,no_match,0.0
three year programs,offered,information communications,,,,no_match,0.0
two three year programs,offered,human care,,,,no_match,0.0
three year programs,offered,human care,,,,no_match,0.0
pete,suggests,taking,,,,no_match,0.0
pete,suggests,blood sample,,,,no_match,0.0
pete,suggests,check,,,,no_match,0.0
pete,suggests takes,check,,,,no_match,0.0
local councils,the power,segregate,,,,no_match,0.0
11 million copies,distributed,via,,,,no_match,0.0
11 million copies,distributed,85 newspaper distribution chain,,,,no_match,0.0
public,distributed to,11 million copies,,,,no_match,0.0
85 newspaper distribution chain,distributed,11 million copies,,,,no_match,0.0
process,might accelerates,esperanto,,,,no_match,0.0
process,might accelerates,ease,,,,no_match,0.0
its bus operations,merged with,suomen turistiauto,,,,no_match,0.0
his body,laid to rest,llanwynno forestry,,,,no_match,0.0
alvarez,reunited with,his,,,,no_match,0.0
building,transformation,1885,,,,no_match,0.0
el camino high school,offers,g courses,,,,no_match,0.0
university california,illustrates,minimum level academic preparation,,,,no_match,0.0
students,ought to achieve,level academic preparation,,,,no_match,0.0
october 6,1973,first day,,,,no_match,0.0
decision,receive,praise,,,,no_match,0.0
he,chosen,chief justice,,,,no_match,0.0
he,chosen,court queen s bench,,,,no_match,0.0
he,chosen,queen s bench,,,,no_match,0.0
he,chosen,chief justice court,,,,no_match,0.0
hill,responsibility for,army,,,,no_match,0.0
attack squadron 209,part of,carrier air wing reserve twenty,,,,no_match,0.0
attack squadron 725,until,1970,,,,no_match,0.0
passengers,change,during,,,,no_match,0.0
passengers,change,off peak,,,,no_match,0.0
video concert hall,ran,daily,,,,no_match,0.0
district,provides,services,,,,no_match,0.0
district,provides,many non residents,,,,no_match,0.0
district,provides,non residents,,,,no_match,0.0
district,provides,fee basis,,,,no_match,0.0
district,provides,fee,,,,no_match,0.0
district,provides,leisure,,,,no_match,0.0
district,provides,many,,,,no_match,0.0
area,provides,recreation leisure services,,,,no_match,0.0
area,provides,basis,,,,no_match,0.0
area,provides,fee,,,,no_match,0.0
area,provides,recreation,,,,no_match,0.0
area,provides,leisure,,,,no_match,0.0
lodge,supports,council activities,,,,no_match,0.0
dangaioh,characters,characters,,,,no_match,0.0
porter,wrote,1980,,,,no_match,0.0
strategy,target,focus,,,,no_match,0.0
his main power,fires,energy,,,,no_match,0.0
maduveya vayasu,played,during,,,,no_match,0.0
maduveya vayasu,played,marriages,,,,no_match,0.0
many many years,played,maduveya vayasu,,,,no_match,0.0
tourism,came,kabul,,,,no_match,0.0
dangaioh,released,game,,,,no_match,0.0
dangaioh,released,pc 8801,,,,no_match,0.0
dangaioh,released,april 1990,,,,no_match,0.0
japan,released,dangaioh,,,,no_match,0.0
april 1990,released,dangaioh,,,,no_match,0.0
arp schnitger,built,organ,,,,no_match,0.0
baroque period,known,organ makers,,,,no_match,0.0
smaller meteorite,hit,1992,,,,no_match,0.0
he,awoke,1992,,,,no_match,0.0
sidney rice,caught,russell wilson,,,,no_match,0.0
sidney rice,caught,pass,,,,no_match,0.0
sidney rice,beat,new england patriots,,,,no_match,0.0
sidney rice,beat,24 23,,,,no_match,0.0
she,used,unique gimmicks,,,,no_match,0.0
theatrical flourishes,used,stage show,,,,no_match,0.0
unique gimmicks,used,stage show,,,,no_match,0.0
theatrical flourishes,went,beyond,,,,no_match,0.0
theatrical flourishes,went,established burlesque routines,,,,no_match,0.0
unique gimmicks,went,beyond,,,,no_match,0.0
unique gimmicks,went,established burlesque routines,,,,no_match,0.0
theatrical flourishes,like,balloon dance,,,,no_match,0.0
unique gimmicks,like,balloon dance,,,,no_match,0.0
roison electronics,established,roison candy,,,,no_match,0.0
roison candy,established,2008,,,,no_match,0.0
uzbek italian joint venture,established,roison candy,,,,no_match,0.0
weapons,do not influence,all,,,,no_match,0.0
school,founded,1851,,,,no_match,0.0
school,founded,group milwaukee german americans,,,,no_match,0.0
german english academy,founded,1851,,,,no_match,0.0
german english academy,founded,peter engelmann,,,,no_match,0.0
group milwaukee german americans,included,peter engelmann,,,,no_match,0.0
group milwaukee german americans,included,william frankfurth,,,,no_match,0.0
sligo,issued,royal charter,,,,no_match,0.0
sligo,then,became,,,,no_match,0.0
man,might trembled,fear,,,,no_match,0.0
man,might feared,gods,,,,no_match,0.0
neighborhood,located along,kill van kull,,,,no_match,0.0
firewall,ahead,wing center section,,,,no_match,0.0
siddal,may,devoted swallower,,,,no_match,0.0
fowler s solution,may contains,arsenic,,,,no_match,0.0
it,would,redevelopment work,,,,no_match,0.0
what remains,exist,probably,,,,no_match,0.0
shi,believe,usurpers,,,,no_match,0.0
shi,believe,ali,,,,no_match,0.0
two companies,teaming up,again,,,,no_match,0.0
two companies,work,together,,,,no_match,0.0
employees both companies,will,work,,,,no_match,0.0
china,developed,form,,,,no_match,0.0
several thousand years ago,ago,several thousand years,,,,no_match,0.0
several thousand years ago,ago,years,,,,no_match,0.0
bears,would have to wait,until 2000,,,,no_match,0.0
historical buildings monuments,located in,meaux,,,,no_match,0.0
old defensive walls,kept,partially,,,,no_match,0.0
old defensive walls,kept,thanks,,,,no_match,0.0
arminius,leader,cherusci,,,,no_match,0.0
matthew rick,put on,40th anniversary,,,,no_match,0.0
zane,announced,kickstarter,,,,no_match,0.0
zane,along with,derek stevens,,,,no_match,0.0
it,includes,elementary schools,,,,no_match,0.0
it,includes,middle schools,,,,no_match,0.0
it,includes,high schools,,,,no_match,0.0
it,includes,charter school,,,,no_match,0.0
lamps,under,tub,,,,no_match,0.0
crime master,in league with,otto octavius,,,,no_match,0.0
he,sent,through,,,,no_match,0.0
american congressman,authored,philippine autonomy act 1916,,,,no_match,0.0
tsar,chose,draft,,,,no_match,0.0
tsar,accept,draft,,,,no_match,0.0
tsar,accept,basis,,,,no_match,0.0
henry letheby,obtained,partly conductive material,,,,no_match,0.0
henry letheby,anodic oxidation,sulfuric acid,,,,no_match,0.0
aniline,anodic oxidized,henry letheby,,,,no_match,0.0
partly conductive material,obtained,henry letheby,,,,no_match,0.0
melvins,album,crybaby,,,,no_match,0.0
crybaby,part of,trilogy,,,,no_match,0.0
crybaby,the last part of,trilogy,,,,no_match,0.0
line,along,carlisle street balaclava road,,,,no_match,0.0
erasistratus,suspects,love,,,,no_match,0.0
edwards,years,re imagined,,,,no_match,0.0
robotech,from the stars,published,,,,no_match,0.0
body,made of,lightweight carbon fiber,,,,no_match,0.0
lightweight carbon fiber,known for,strength,,,,no_match,0.0
nazis,could conduct,clemens krauss,,,,no_match,0.0
clemens krauss,could conduct,salzburg,,,,no_match,0.0
clemens krauss,could conduct,16 august,,,,no_match,0.0
strauss,could hear,dress rehearsal,,,,no_match,0.0
byers,potential not opposes,concept,,,,no_match,0.0
programs,uses,combination,,,,no_match,0.0
programs,select,grants,,,,no_match,0.0
geographic requirements,select,grants,,,,no_match,0.0
ammanford f c,play,football,,,,no_match,0.0
he,able to,control,,,,no_match,0.0
he,able to,control his,,,,no_match,0.0
privy council ireland,sworn,he,,,,no_match,0.0
academy,moved,1891,,,,no_match,0.0
academy,moved,german english academy building,,,,no_match,0.0
water,became,cold,,,,no_match,0.0
he,no,no certain documentary evidence,,,,no_match,0.0
gravestone,over,100 years,,,,no_match,0.0
death,over,100 years,,,,no_match,0.0
charles,concerns,about,,,,no_match,0.0
england wales,an,attempt,,,,no_match,0.0
attempted murder,carries,life imprisonment,,,,no_match,0.0
sponsors,protest,suspension,,,,no_match,0.0
hydrophobic particles,come,very close,,,,no_match,0.0
dr jagan,helped,raise,,,,no_match,0.0
dr jagan,helped,strike,,,,no_match,0.0
strike,raise,funds,,,,no_match,0.0
national party,held,division,,,,no_match,0.0
national party,held,it,,,,no_match,0.0
national party,held,it all but six years,,,,no_match,0.0
national party,held,1922 2004,,,,no_match,0.0
national party,held it,all but six years,,,,no_match,0.0
national party,held it,1922 2004,,,,no_match,0.0
he,tried,find,,,,no_match,0.0
he,worked,short time,,,,no_match,0.0
senai airport,shares,kilometre zero,,,,no_match,0.0
he,appointed,queen s birthday honours,,,,no_match,0.0
oxford english university press,included,makaton,,,,no_match,0.0
oxford english dictionary,included,makaton,,,,no_match,0.0
montgomery blair s science,math,technology academy specializes life science physical science,,,,no_match,0.0
he,joined,academy tomorrow,,,,no_match,0.0
he,joined,gifted beings,,,,no_match,0.0
she,became,severe,,,,no_match,0.0
she,makes,veiled references,,,,no_match,0.0
definition dogma immaculate conception b v m,defined,immaculate conception b v m,,,,no_match,0.0
missionaries sacred heart,origin,origin missionaries sacred heart,,,,no_match,0.0
hiester,born,pennsylvania,,,,no_match,0.0
he,chose,conflict,,,,no_match,0.0
she,proposed,home poor women,,,,no_match,0.0
she,proposed,it should establish home poor women,,,,no_match,0.0
depauw university,awarded,degree,,,,no_match,0.0
depauw university,awarded,1892,,,,no_match,0.0
depauw university,awarded,doctor divinity 1892,,,,no_match,0.0
rules,coincide,spirit,,,,no_match,0.0
rules,coincide,big gun model warship combat,,,,no_match,0.0
it,proposes,view,,,,no_match,0.0
it,view,holistic manner,,,,no_match,0.0
2 10,born,united kingdom,,,,no_match,0.0
1 47,born,world,,,,no_match,0.0
wellington,invasion,southern france,,,,no_match,0.0
individuals,not,20,,,,no_match,0.0
voorhees,approved,850 000,,,,no_match,0.0
voorhees,approved,2010,,,,no_match,0.0
he,became,code crosser,,,,no_match,0.0
he,play,australia,,,,no_match,0.0
he,play,second time,,,,no_match,0.0
car,based on,rodeck resleevable,,,,no_match,0.0
families,depending,affiliations,,,,no_match,0.0
affiliations,depending,services,,,,no_match,0.0
lodge,located between,hanover lodge itself,,,,no_match,0.0
people,influenced,her development person,,,,no_match,0.0
these people,influenced,her,,,,no_match,0.0
muscles,enlists,five lucky stars,,,,no_match,0.0
muscles,help,catch,,,,no_match,0.0
five lucky stars,travel,japan,,,,no_match,0.0
five lucky stars,help,catch,,,,no_match,0.0
they,must,lick,,,,no_match,0.0
florence,required,high standards behavior,,,,no_match,0.0
tram services,withdraw,6 april 1952,,,,no_match,0.0
state,can cannot occur,zeros,,,,no_match,0.0
commissioners,attend,tribunals,,,,no_match,0.0
manual,describes,necessity,,,,no_match,0.0
manual,describes,moments weakness,,,,no_match,0.0
systems thinking,concerns,understanding,,,,no_match,0.0
systems,compose,entirety system,,,,no_match,0.0
she,seems,happy,,,,no_match,0.0
arrangement,seems,happy,,,,no_match,0.0
economic issues,appeared,incidentally,,,,no_match,0.0
redlettermedia,delivered,video critique,,,,no_match,0.0
redlettermedia,delivered,critique,,,,no_match,0.0
ryan cameron,put together,petition,,,,no_match,0.0
ryan cameron,risk,losing his job,,,,no_match,0.0
exhibit,combined,work all three,,,,no_match,0.0
ballast tanks,equipped,change,,,,no_match,0.0
many young south african artists,made,their debut,,,,no_match,0.0
many young south african artists,toured,country,,,,no_match,0.0
many young south african artists,made,their debut lm radio,,,,no_match,0.0
many young south african artists,made,debut lm radio,,,,no_match,0.0
many young south african artists,toured,road shows,,,,no_match,0.0
many young south african artists,made,radio through numerous road shows,,,,no_match,0.0
many young south african artists,made,through numerous road shows,,,,no_match,0.0
many young south african artists,made,through numerous road shows which toured country,,,,no_match,0.0
south african artists,made,debut,,,,no_match,0.0
south african artists,made,their debut,,,,no_match,0.0
south african artists,toured,country,,,,no_match,0.0
south african artists,made,debut lm radio,,,,no_match,0.0
south african artists,toured,road shows,,,,no_match,0.0
south african artists,made,radio through numerous road shows,,,,no_match,0.0
south african artists,made,through numerous road shows,,,,no_match,0.0
south african artists,made,through numerous road shows which toured country,,,,no_match,0.0
mr mrs justice smith,referred to as,honourable mr mrs justice smith,,,,no_match,0.0
alexander,never,so lucky,,,,no_match,0.0
komo,broadcast,daily programming,,,,no_match,0.0
komo,broadcast,programming,,,,no_match,0.0
komo,became,first,,,,no_match,0.0
komo,first,television station,,,,no_match,0.0
television station,broadcast,full stereo sound,,,,no_match,0.0
hazelwood,sortied,11 february,,,,no_match,0.0
carriers,launched,heavy air strikes,,,,no_match,0.0
carriers,launched,air strikes,,,,no_match,0.0
pursuit,may is directed towards,enemy,,,,no_match,0.0
they,not believe,not,,,,no_match,0.0
they,not believe,accepted,,,,no_match,0.0
they,not believe,vast majority,,,,no_match,0.0
baako,grandmother,naana,,,,no_match,0.0
baako,stands,living contact,,,,no_match,0.0
it,described as,german armada,,,,no_match,0.0
all three,became,newton s longtime assistants,,,,no_match,0.0
vaccinations,followed,other viral diseases,,,,no_match,0.0
oilseed radish,can be used for,industrial use,,,,no_match,0.0
he,held,nearly fourteen years,,,,no_match,0.0
post,held,nearly fourteen years,,,,no_match,0.0
he,held,regiment,,,,no_match,0.0
springsteen,plan,work e street band again,,,,no_match,0.0
he,left,post,,,,no_match,0.0
he,become,second commander,,,,no_match,0.0
post,left,he,,,,no_match,0.0
town,hit by,two moderate earthquakes,,,,no_match,0.0
town,surrounding villages,were hit,,,,no_match,0.0
town,surrounding villages,were hit two moderate earthquakes within ten years,,,,no_match,0.0
surrounding villages,hit by,two moderate earthquakes,,,,no_match,0.0
surrounding villages,hit by,two moderate earthquakes within ten years,,,,no_match,0.0
he,played,1987 88 season,,,,no_match,0.0
he,featured,defence,,,,no_match,0.0
he,mainly,defence,,,,no_match,0.0
they,held,1982,,,,no_match,0.0
they,held,thirty sculptors painters,,,,no_match,0.0
they,held,sculptors painters,,,,no_match,0.0
triangle workshop,held,1982,,,,no_match,0.0
triangle workshop,held,us uk canada,,,,no_match,0.0
triangle workshop,held,pine plains new york,,,,no_match,0.0
kfi,helped,keep,,,,no_match,0.0
what,not might,most adaptive strategy,,,,no_match,0.0
most adaptive strategy,might not in,one environment,,,,no_match,0.0
one environment,might not,be,,,,no_match,0.0
my classical way,released on,21 september 2010,,,,no_match,0.0
my classical way,released on,frazzy frog music,,,,no_match,0.0
marc,own label,frazzy frog music,,,,no_match,0.0
he,accused,maroboduus,,,,no_match,0.0
he,accused,hiding,,,,no_match,0.0
he,accused,maroboduus being,,,,no_match,0.0
he,accused,maroboduus being only,,,,no_match,0.0
he,accused,maroboduus being only king,,,,no_match,0.0
he,accused,maroboduus being only king among,,,,no_match,0.0
acquisition,can takes,tens minutes hours,,,,no_match,0.0
acquisition,can takes,minutes,,,,no_match,0.0
acquisition,can takes,hours,,,,no_match,0.0
acquisition,can,time consuming,,,,no_match,0.0
spectra,can,be time,,,,no_match,0.0
viewer,happens upon,spoof adverts,,,,no_match,0.0
viewer,happens upon,short sketches,,,,no_match,0.0
tvn24,started,30 november 2012,,,,no_match,0.0
tvn24,start,30 november 2012,,,,no_match,0.0
tvn24 hd,started,30 november 2012,,,,no_match,0.0
he,served,prime minister australia,,,,no_match,0.0
he,became,founding justice high court australia,,,,no_match,0.0
he,became,justice high court australia,,,,no_match,0.0
salahuddin,won,patharghatti,,,,no_match,0.0
salahuddin,won,1962,,,,no_match,0.0
salahuddin,later,charminar,,,,no_match,0.0
salahuddin,later,1967,,,,no_match,0.0
childers,book,remained,,,,no_match,0.0
childers,book,most powerful contribution any english writer,,,,no_match,0.0
childers,book,ten years childers s book remained,,,,no_match,0.0
felicia,a relationship,spider man noir,,,,no_match,0.0
tom mcmorran,joined,1994,,,,no_match,0.0
band,released,august,,,,no_match,0.0
flanders,assigned,powers,,,,no_match,0.0
walloon region,remains,distinct,,,,no_match,0.0
walloon region,remains,independent,,,,no_match,0.0
viewer,without,part,,,,no_match,0.0
chapters bremen cathedral,located,around cathedral st peter,,,,no_match,0.0
administration,located,within city boundary,,,,no_match,0.0
stewart,won,major championship,,,,no_match,0.0
stewart,won,championship,,,,no_match,0.0
he,played,all four matches,,,,no_match,0.0
he,played,final,,,,no_match,0.0
families,live below the poverty line,22 2,,,,no_match,0.0
photographic model,follows,step step process,,,,no_match,0.0
cathedral belfry,renovated,2006 2008,,,,no_match,0.0
cathedral belfry,thoroughly renovated,2006 2008,,,,no_match,0.0
cathedral belfry,renovated,2008,,,,no_match,0.0
cathedral belfry,renovated,2006,,,,no_match,0.0
cathedral belfry,thoroughly renovated,2006,,,,no_match,0.0
darwin,matriculated,university,,,,no_match,0.0
darwin,came into residence,26 january 1828,,,,no_match,0.0
darwin,matriculated,26 february,,,,no_match,0.0
it,part of,ribble valley district,,,,no_match,0.0
kasim mehaddi hilas,could asked,one day,,,,no_match,0.0
kasim mehaddi hilas,could asked,graner,,,,no_match,0.0
kasim mehaddi hilas,could asked,time,,,,no_match,0.0
kasim mehaddi hilas,could said,one day,,,,no_match,0.0
kasim mehaddi hilas,could said,one day he asked,,,,no_match,0.0
kasim mehaddi hilas,could said,he asked,,,,no_match,0.0
kasim mehaddi hilas,could said,he asked graner,,,,no_match,0.0
kasim mehaddi hilas,could said,one day he asked graner,,,,no_match,0.0
graner,could was asked,one day,,,,no_match,0.0
taylor,told,eddie s left band,,,,no_match,0.0
lemmy,told,eddie s left band,,,,no_match,0.0
ed,tries,explain,,,,no_match,0.0
cen,forms,part,,,,no_match,0.0
he,became,youngest,,,,no_match,0.0
he,became,september 2006,,,,no_match,0.0
he,became,age 26,,,,no_match,0.0
tv8,followed,1982,,,,no_match,0.0
tv8,network,between,,,,no_match,0.0
seven years,later,changed,,,,no_match,0.0
cooling center,set up,local authorities,,,,no_match,0.0
manifold,can not,presented connected sum more one manifold,,,,no_match,0.0
manifold,can not,prime,,,,no_match,0.0
printing,not is done under,other titles,,,,no_match,0.0
not respublika,not is a title,printing,,,,no_match,0.0
meeting,staged,ammanford,,,,no_match,0.0
turbomachinery,may use,centrifugal compressors,,,,no_match,0.0
list,may contains,turbomachinery,,,,no_match,0.0
list,may includes,turbomachinery,,,,no_match,0.0
spectrum,improves,readily,,,,no_match,0.0
locomotives,pulled,whole length victoria waterloo tunnels,,,,no_match,0.0
colonials,found,new world,,,,no_match,0.0
two cosmos,accompanied,mothra,,,,no_match,0.0
accident,caused,permanent injury,,,,no_match,0.0
accident,caused,cameraman,,,,no_match,0.0
subsocial,no,animal,,,,no_match,0.0
250,published,original limited artist edition,,,,no_match,0.0
abs,give,bible,,,,no_match,0.0
abs,give,new homeowners,,,,no_match,0.0
abs,give,new homeowners united states,,,,no_match,0.0
he,in,ali s army,,,,no_match,0.0
he,in,battle jamal,,,,no_match,0.0
aisha,escorted by,muhammad ibn abu bakr,,,,no_match,0.0
muhammad ibn abu bakr,escorted,back madina,,,,no_match,0.0
aisha,escorted back to,madina,,,,no_match,0.0
applications,can use,service,,,,no_match,0.0
implementations,can record,data,,,,no_match,0.0
implementations,can record,detailed data,,,,no_match,0.0
implementations,can record,data during development,,,,no_match,0.0
implementations,can record,data during development debugging,,,,no_match,0.0
technique,facilitates,connection,,,,no_match,0.0
technique,facilitates,center,,,,no_match,0.0
technique,facilitates,foot,,,,no_match,0.0
attorney general,insisted,appointment,,,,no_match,0.0
team,inducted,basketball hall fame,,,,no_match,0.0
team,inducted in,1959,,,,no_match,0.0
microbe,can not survive,outside,,,,no_match,0.0
lower river,to be dredged,two years,,,,no_match,0.0
commissioners,take,necessary action,,,,no_match,0.0
french kings,sent,provinces,,,,no_match,0.0
sensors,requires,calibration,,,,no_match,0.0
measurement,requires,calibration,,,,no_match,0.0
sandy,on the grounds that,it is practical lucrative,,,,no_match,0.0
celine dion,helped,debut,,,,no_match,0.0
services,no are reasonably calculated,yield,,,,no_match,0.0
muhammad,plays,role,,,,no_match,0.0
alliance,significant,role,,,,no_match,0.0
beast,can perform,feats,,,,no_match,0.0
beast,can do,aerial feats,,,,no_match,0.0
beast,can do,feats,,,,no_match,0.0
beast,can,talents,,,,no_match,0.0
beast,can,training,,,,no_match,0.0
burnham,died,september 1 1947,,,,no_match,0.0
burnham,died,his home,,,,no_match,0.0
burnham,died,santa barbara california,,,,no_match,0.0
