sent_id,sentence,Subject,Predicate,Object,drop_reason
sent_0631,"Since joining the competition in 1908 , Richmond has won ten premierships , the most recent victory being in 1980 .",1908,is the year,Richmond joined the competition,predicate_not_grounded
sent_0633,"Specifically , knowledge and interest in the event affects the level of personal importance for the individual , which also affects the individual 's level of emotional arousal .",individual,has,level of personal importance,predicate_not_grounded
sent_0633,"Specifically , knowledge and interest in the event affects the level of personal importance for the individual , which also affects the individual 's level of emotional arousal .",individual,has,level of emotional arousal,predicate_not_grounded
sent_0636,"Superboy-Prime , seeing an opportunity to defeat the now-weakened Anti-Monitor , flew through the Anti-Monitor 's chest and hurled his shattered body into space .",Anti-Monitor,has,chest,predicate_not_grounded
sent_0636,"Superboy-Prime , seeing an opportunity to defeat the now-weakened Anti-Monitor , flew through the Anti-Monitor 's chest and hurled his shattered body into space .",Superboy-Prime,into,space,predicate_not_grounded
sent_0637,"Swinburne moves in his writing program from the philosophical to the theological , building his case rigorously .",Swinburne,moves,from,object_not_grounded
sent_0637,"Swinburne moves in his writing program from the philosophical to the theological , building his case rigorously .",Swinburne,builds,his case,predicate_not_grounded
sent_0637,"Swinburne moves in his writing program from the philosophical to the theological , building his case rigorously .",Swinburne,builds,rigorously,predicate_not_grounded
sent_0638,Team Racing is a NASCAR Craftsman Truck Series team .,Racing,is,a,object_not_grounded
sent_0639,"That same year saw an outbreak of plague in Venice , one that lasted two years and caused Franco to leave the city and to lose many of her possessions .",plague,cause,Franco to leave the city,predicate_not_grounded
sent_0639,"That same year saw an outbreak of plague in Venice , one that lasted two years and caused Franco to leave the city and to lose many of her possessions .",plague,cause,Franco to lose many of her possessions,predicate_not_grounded
sent_0640,The 2nd Battalion of the 13th Light Infantry was raised at Winchester in January 1858 .,13th Light Infantry,has,2nd Battalion,predicate_not_grounded
sent_0640,The 2nd Battalion of the 13th Light Infantry was raised at Winchester in January 1858 .,Winchester,is located,2nd Battalion of the 13th Light Infantry,predicate_not_grounded
sent_0640,The 2nd Battalion of the 13th Light Infantry was raised at Winchester in January 1858 .,January 1858,is a date,2nd Battalion of the 13th Light Infantry was raised,predicate_not_grounded
sent_0642,"The Alarm are an alternative rock/new wave band that formed in Rhyl , North Wales , in 1981 .",The Alarm,formed,in,object_not_grounded
sent_0642,"The Alarm are an alternative rock/new wave band that formed in Rhyl , North Wales , in 1981 .",The Alarm,an,alternative rock/new wave band,predicate_not_grounded
sent_0642,"The Alarm are an alternative rock/new wave band that formed in Rhyl , North Wales , in 1981 .",Rhyl,is,location,object_ungroundable
sent_0642,"The Alarm are an alternative rock/new wave band that formed in Rhyl , North Wales , in 1981 .",North Wales,is,location,object_ungroundable
sent_0642,"The Alarm are an alternative rock/new wave band that formed in Rhyl , North Wales , in 1981 .",1981,is,year,object_ungroundable
sent_0642,"The Alarm are an alternative rock/new wave band that formed in Rhyl , North Wales , in 1981 .",1981,is,year of formation,object_ungroundable
sent_0645,"The CRZ was organized by the Nepal and Indian members of the Naxalite movement , in a meeting at Siliguri in the Indian State of West Bengal during August 2001 .",Naxalite movement,location,Siliguri,predicate_not_grounded
sent_0645,"The CRZ was organized by the Nepal and Indian members of the Naxalite movement , in a meeting at Siliguri in the Indian State of West Bengal during August 2001 .",Naxalite movement,location,West Bengal,predicate_not_grounded
sent_0645,"The CRZ was organized by the Nepal and Indian members of the Naxalite movement , in a meeting at Siliguri in the Indian State of West Bengal during August 2001 .",Naxalite movement,date,August 2001,predicate_not_grounded
sent_0645,"The CRZ was organized by the Nepal and Indian members of the Naxalite movement , in a meeting at Siliguri in the Indian State of West Bengal during August 2001 .",Nepal,member,Naxalite movement,predicate_not_grounded
sent_0645,"The CRZ was organized by the Nepal and Indian members of the Naxalite movement , in a meeting at Siliguri in the Indian State of West Bengal during August 2001 .",Indian,member,Naxalite movement,predicate_not_grounded
sent_0645,"The CRZ was organized by the Nepal and Indian members of the Naxalite movement , in a meeting at Siliguri in the Indian State of West Bengal during August 2001 .",Siliguri,location,meeting,predicate_not_grounded
sent_0645,"The CRZ was organized by the Nepal and Indian members of the Naxalite movement , in a meeting at Siliguri in the Indian State of West Bengal during August 2001 .",West Bengal,location,meeting,predicate_not_grounded
sent_0645,"The CRZ was organized by the Nepal and Indian members of the Naxalite movement , in a meeting at Siliguri in the Indian State of West Bengal during August 2001 .",August 2001,date,meeting,predicate_not_grounded
sent_0646,"The Charles City equipment was transferred to Mason City to replace equipment burned in the November 24 , 1967 shop fire .",Mason City,received,Charles City equipment,predicate_not_grounded
sent_0646,"The Charles City equipment was transferred to Mason City to replace equipment burned in the November 24 , 1967 shop fire .",Charles City,had,equipment,predicate_not_grounded
sent_0646,"The Charles City equipment was transferred to Mason City to replace equipment burned in the November 24 , 1967 shop fire .",Mason City,has,equipment,predicate_not_grounded
sent_0647,The Hamburg Concathedral with chapterhouse and capitular residential courts formed a `` Cathedral Immunity District '' of the Prince-Archbishopric of Bremen too .,Hamburg Concathedral,has,chapterhouse,predicate_not_grounded
sent_0647,The Hamburg Concathedral with chapterhouse and capitular residential courts formed a `` Cathedral Immunity District '' of the Prince-Archbishopric of Bremen too .,Hamburg Concathedral,has,capitular residential courts,predicate_not_grounded
sent_0647,The Hamburg Concathedral with chapterhouse and capitular residential courts formed a `` Cathedral Immunity District '' of the Prince-Archbishopric of Bremen too .,Prince-Archbishopric of Bremen,had,Cathedral Immunity District,predicate_not_grounded
sent_0648,"The Main Street Tunnel , located in Welland , Ontario , Canada , is an underwater tunnel , carrying Niagara Road 27 and the unsigned designation of Highway 7146 under the Welland Canal .",Welland,location of,Main Street Tunnel,predicate_not_grounded
sent_0648,"The Main Street Tunnel , located in Welland , Ontario , Canada , is an underwater tunnel , carrying Niagara Road 27 and the unsigned designation of Highway 7146 under the Welland Canal .",Ontario,location of,Main Street Tunnel,predicate_not_grounded
sent_0648,"The Main Street Tunnel , located in Welland , Ontario , Canada , is an underwater tunnel , carrying Niagara Road 27 and the unsigned designation of Highway 7146 under the Welland Canal .",Canada,location of,Main Street Tunnel,predicate_not_grounded
sent_0648,"The Main Street Tunnel , located in Welland , Ontario , Canada , is an underwater tunnel , carrying Niagara Road 27 and the unsigned designation of Highway 7146 under the Welland Canal .",Niagara Road 27,carried by,Main Street Tunnel,predicate_not_grounded
sent_0648,"The Main Street Tunnel , located in Welland , Ontario , Canada , is an underwater tunnel , carrying Niagara Road 27 and the unsigned designation of Highway 7146 under the Welland Canal .",Highway 7146,carried by,Main Street Tunnel,predicate_not_grounded
sent_0652,"The Rev. William Alfred Quayle was honored by his alma mater , Baker University , with the degrees Litt.D .",Baker University,awarded,Litt.D,predicate_not_grounded
sent_0652,"The Rev. William Alfred Quayle was honored by his alma mater , Baker University , with the degrees Litt.D .",Rev. William Alfred Quayle,received,Litt.D,predicate_not_grounded
sent_0652,"The Rev. William Alfred Quayle was honored by his alma mater , Baker University , with the degrees Litt.D .",Baker University,gave,Litt.D,predicate_not_grounded
sent_0653,"The River Stour Trust , formed in 1968 , has its headquarters in Sudbury , and a purpose built Visitor Centre located at Cornard Lock .",Sudbury,is the location of,headquarters,predicate_not_grounded
sent_0653,"The River Stour Trust , formed in 1968 , has its headquarters in Sudbury , and a purpose built Visitor Centre located at Cornard Lock .",Cornard Lock,is the location of,Visitor Centre,predicate_not_grounded
sent_0655,"The Steinbrenner family added a monument to Monument Park on September 20 , 2010 to honor Steinbrenner .",Steinbrenner,honored,Steinbrenner,predicate_not_grounded
sent_0655,"The Steinbrenner family added a monument to Monument Park on September 20 , 2010 to honor Steinbrenner .",Steinbrenner,honored,monument,predicate_not_grounded
sent_0655,"The Steinbrenner family added a monument to Monument Park on September 20 , 2010 to honor Steinbrenner .",Monument Park,contains,monument,predicate_not_grounded
sent_0655,"The Steinbrenner family added a monument to Monument Park on September 20 , 2010 to honor Steinbrenner .",September 20,2010,"date, unknown",object_ungroundable
sent_0657,The Triple-A Baseball National Championship Game was established in 2006 .,Triple-A Baseball National Championship Game,exists,2006,predicate_not_grounded
sent_0657,The Triple-A Baseball National Championship Game was established in 2006 .,Triple-A Baseball National Championship Game,has existence,2006,predicate_not_grounded
sent_0660,"The `` Charleston Courier , '' founded in 1803 , and `` Charleston Daily News , '' founded in 1865 , merged to form the `` News and Courier '' in 1873 .",Charleston Courier,became,News and Courier,predicate_not_grounded
sent_0660,"The `` Charleston Courier , '' founded in 1803 , and `` Charleston Daily News , '' founded in 1865 , merged to form the `` News and Courier '' in 1873 .",Charleston Daily News,became,News and Courier,predicate_not_grounded
sent_0664,"The car used in `` Stealth '' was a band member 's car , and recorded just outside the studio in the parking lot .",band member,has,car,predicate_not_grounded
sent_0664,"The car used in `` Stealth '' was a band member 's car , and recorded just outside the studio in the parking lot .",studio,has,parking lot,predicate_not_grounded
sent_0665,"The city was founded by the Western Town Lot Company in 1880 , and originally named Nordland , with the platted streets given Norwegian names .",The city,has,platted streets,predicate_not_grounded
sent_0665,"The city was founded by the Western Town Lot Company in 1880 , and originally named Nordland , with the platted streets given Norwegian names .",The city,has,streets,predicate_not_grounded
sent_0665,"The city was founded by the Western Town Lot Company in 1880 , and originally named Nordland , with the platted streets given Norwegian names .",The city,has,Norwegian names,predicate_not_grounded
sent_0667,The community is served by the United States Postal Service Hinsdale Post Office .,United States Postal Service Hinsdale Post Office,serves,The community,predicate_not_grounded
sent_0669,"The diocese was originally erected as the Prefecture Apostolic of Hpyeng-yang on 17 March 1927 , and renamed as the Prefecture Apostolic of Peng-yang on 17 March 1929 .",The Prefecture Apostolic of Hpyeng-yang,existed,17 March 1927,predicate_not_grounded
sent_0669,"The diocese was originally erected as the Prefecture Apostolic of Hpyeng-yang on 17 March 1927 , and renamed as the Prefecture Apostolic of Peng-yang on 17 March 1929 .",The Prefecture Apostolic of Peng-yang,existed,17 March 1929,predicate_not_grounded
sent_0671,"The engine had twin turbochargers , and produced an advertised at 5700 rpm and of torque on 8 lbs of boost .",The engine,has,twin turbochargers,predicate_not_grounded
sent_0671,"The engine had twin turbochargers , and produced an advertised at 5700 rpm and of torque on 8 lbs of boost .",The engine,has,5700 rpm,predicate_not_grounded
sent_0671,"The engine had twin turbochargers , and produced an advertised at 5700 rpm and of torque on 8 lbs of boost .",The engine,has,8 lbs of boost,predicate_not_grounded
sent_0673,"The establishment of a museum had first been planned in 1821 by the Philosophical Society of Australasia , and although specimens were collected , the Society folded in 1822 .",Philosophical Society of Australasia,established,1821,predicate_not_grounded
sent_0675,"The external gauge is usually readable directly , and most also incorporate an electronic sender to operate a fuel gauge on the dashboard .",The external gauge,have,an electronic sender,predicate_not_grounded
sent_0676,The failure of 1st Armored to arrive intact and deploy as a single entity would have important consequences in later action against German forces in Tunisia .,1st Armored,fail,arrive,predicate_not_grounded
sent_0676,The failure of 1st Armored to arrive intact and deploy as a single entity would have important consequences in later action against German forces in Tunisia .,1st Armored,fail,deploy,predicate_not_grounded
sent_0677,The field at the Lake Elsinore Diamond is named the Pete Lehr Field .,The field,at,Lake Elsinore Diamond,predicate_not_grounded
sent_0677,The field at the Lake Elsinore Diamond is named the Pete Lehr Field .,The field,located at,Lake Elsinore Diamond,predicate_not_grounded
sent_0683,"The fundraiser was successful , and the trip occurred from June through September of 2014 .",trip,took place,June,predicate_not_grounded
sent_0683,"The fundraiser was successful , and the trip occurred from June through September of 2014 .",trip,took place,September,predicate_not_grounded
sent_0683,"The fundraiser was successful , and the trip occurred from June through September of 2014 .",trip,took place,2014,predicate_not_grounded
sent_0684,The fuselage had an oval cross-section and housed a water-cooled inverted-V V-12 engine .,Fuselage,houses,engine,predicate_not_grounded
sent_0685,"The gauge sender is usually a magnetically coupled arrangement , with a float arm inside the tank rotating a magnet , which rotates an external gauge .",magnetically coupled arrangement,has,float arm,predicate_not_grounded
sent_0685,"The gauge sender is usually a magnetically coupled arrangement , with a float arm inside the tank rotating a magnet , which rotates an external gauge .",gauge sender,has,float arm,predicate_not_grounded
sent_0685,"The gauge sender is usually a magnetically coupled arrangement , with a float arm inside the tank rotating a magnet , which rotates an external gauge .",gauge sender,has,external gauge,predicate_not_grounded
sent_0692,The rapids at the head of the South Fork were removed in 1908 .,The head of the South Fork,has,rapids,predicate_not_grounded
sent_0692,The rapids at the head of the South Fork were removed in 1908 .,The South Fork,has,head,predicate_not_grounded
sent_0692,The rapids at the head of the South Fork were removed in 1908 .,The South Fork,has,rapids,predicate_not_grounded
sent_0696,"The restrictions against eating meat and drinking wine , besides reducing a person 's pleasure , recall the cessation of the `` Korban Tamid '' and the `` Nesach Hayayin '' on the Temple Altar with the destruction of the Temple .",The restrictions,reduce,a person's pleasure.,predicate_not_grounded
sent_0696,"The restrictions against eating meat and drinking wine , besides reducing a person 's pleasure , recall the cessation of the `` Korban Tamid '' and the `` Nesach Hayayin '' on the Temple Altar with the destruction of the Temple .",The `` Korban Tamid '',cease,on the Temple Altar.,predicate_not_grounded
sent_0696,"The restrictions against eating meat and drinking wine , besides reducing a person 's pleasure , recall the cessation of the `` Korban Tamid '' and the `` Nesach Hayayin '' on the Temple Altar with the destruction of the Temple .",The `` Nesach Hayayin '',cease,on the Temple Altar.,predicate_not_grounded
sent_0696,"The restrictions against eating meat and drinking wine , besides reducing a person 's pleasure , recall the cessation of the `` Korban Tamid '' and the `` Nesach Hayayin '' on the Temple Altar with the destruction of the Temple .",The Temple Altar,have,the `` Korban Tamid '' and the `` Nesach Hayayin ''.,predicate_not_grounded
sent_0696,"The restrictions against eating meat and drinking wine , besides reducing a person 's pleasure , recall the cessation of the `` Korban Tamid '' and the `` Nesach Hayayin '' on the Temple Altar with the destruction of the Temple .",The Temple,destroy,the `` Korban Tamid '' and the `` Nesach Hayayin ''.,predicate_not_grounded
sent_0697,"The riders climbed off and began walking , shouting protests in general and in particular abuse at the race doctor , Pierre Dumas , whom some demanded should also take a test to see if he 'd been drinking wine or taking aspirin to make his own job easier .",The riders,at,Pierre Dumas,predicate_not_grounded
sent_0697,"The riders climbed off and began walking , shouting protests in general and in particular abuse at the race doctor , Pierre Dumas , whom some demanded should also take a test to see if he 'd been drinking wine or taking aspirin to make his own job easier .",Some,demand,a test,predicate_not_grounded
sent_0697,"The riders climbed off and began walking , shouting protests in general and in particular abuse at the race doctor , Pierre Dumas , whom some demanded should also take a test to see if he 'd been drinking wine or taking aspirin to make his own job easier .",Some,demand,Pierre Dumas take a test,predicate_not_grounded
sent_0698,The second was named after former US President George H. W. Bush stayed aboard in November 1995 .,The second,has name,The second,predicate_not_grounded
sent_0698,The second was named after former US President George H. W. Bush stayed aboard in November 1995 .,The second,has name,after former US President George H. W. Bush,predicate_not_grounded
sent_0699,The second was titled `` Consider Her Ways '' and also starred Barrie as the lead named Jane Waterleigh .,Barrie,as,Jane Waterleigh,predicate_not_grounded
sent_0700,The series of three constitutional amendments in 1933 severely curtailed the role of the Governor-General of the Irish Free State .,Series,consisted of,three constitutional amendments,predicate_not_grounded
sent_0700,The series of three constitutional amendments in 1933 severely curtailed the role of the Governor-General of the Irish Free State .,1933,year,series of constitutional amendments,predicate_not_grounded
sent_0700,The series of three constitutional amendments in 1933 severely curtailed the role of the Governor-General of the Irish Free State .,Irish Free State,had,Governor-General,predicate_not_grounded
sent_0700,The series of three constitutional amendments in 1933 severely curtailed the role of the Governor-General of the Irish Free State .,Governor-General,had,role,predicate_not_grounded
sent_0700,The series of three constitutional amendments in 1933 severely curtailed the role of the Governor-General of the Irish Free State .,Constitutional amendments,occurred in,1933,predicate_not_grounded
sent_0701,"The site consists of three subterranean Grotto follies , constructed in the 18th century , split between two areas , one on the western side of the lake , at and one on the eastern side at .",The site,located,on the western side of the lake,predicate_not_grounded
sent_0701,"The site consists of three subterranean Grotto follies , constructed in the 18th century , split between two areas , one on the western side of the lake , at and one on the eastern side at .",The site,located,on the eastern side,predicate_not_grounded
sent_0701,"The site consists of three subterranean Grotto follies , constructed in the 18th century , split between two areas , one on the western side of the lake , at and one on the eastern side at .",The site,has,one area,predicate_not_grounded
sent_0701,"The site consists of three subterranean Grotto follies , constructed in the 18th century , split between two areas , one on the western side of the lake , at and one on the eastern side at .",The site,has,another area,object_ungroundable
sent_0701,"The site consists of three subterranean Grotto follies , constructed in the 18th century , split between two areas , one on the western side of the lake , at and one on the eastern side at .",The site,has,a Grotto folly,predicate_not_grounded
sent_0701,"The site consists of three subterranean Grotto follies , constructed in the 18th century , split between two areas , one on the western side of the lake , at and one on the eastern side at .",The site,has,another Grotto folly,predicate_not_grounded
sent_0704,"The stations were both called `` Midsomer Norton and Welton '' ; under British Railways , the S&D station was renamed as Midsomer Norton South after a short period as Midsomer Norton Upper ; and is currently being restored with occasional open weekends with engines in steam .",Stations,have,occasional open weekends,predicate_not_grounded
sent_0704,"The stations were both called `` Midsomer Norton and Welton '' ; under British Railways , the S&D station was renamed as Midsomer Norton South after a short period as Midsomer Norton Upper ; and is currently being restored with occasional open weekends with engines in steam .",Stations,have,engines in steam,predicate_not_grounded
sent_0704,"The stations were both called `` Midsomer Norton and Welton '' ; under British Railways , the S&D station was renamed as Midsomer Norton South after a short period as Midsomer Norton Upper ; and is currently being restored with occasional open weekends with engines in steam .",Midsomer Norton South,has,occasional open weekends,predicate_not_grounded
sent_0704,"The stations were both called `` Midsomer Norton and Welton '' ; under British Railways , the S&D station was renamed as Midsomer Norton South after a short period as Midsomer Norton Upper ; and is currently being restored with occasional open weekends with engines in steam .",Midsomer Norton South,has,engines in steam,predicate_not_grounded
sent_0706,"The suit alleged that they conspired to fix prices for e-books , and weaken Amazon.com 's position in the market , in violation of antitrust law .",Amazon.com,has,a position,predicate_not_grounded
sent_0706,"The suit alleged that they conspired to fix prices for e-books , and weaken Amazon.com 's position in the market , in violation of antitrust law .",their actions,violate,antitrust law,subject_ungroundable
sent_0707,"The third known version is part number 2189014-00-212 , with at least one model being produced in February 1993 .",The third known version,has,at least one model,predicate_not_grounded
sent_0709,The very large piers at the crossing signify that there was once a tower .,piers,signify,that,object_not_grounded
sent_0709,The very large piers at the crossing signify that there was once a tower .,the crossing,have,piers,predicate_not_grounded
sent_0709,The very large piers at the crossing signify that there was once a tower .,a tower,once,exist,object_ungroundable
sent_0709,The very large piers at the crossing signify that there was once a tower .,the crossing,have,a tower,predicate_not_grounded
sent_0710,The video was the first ever to feature the use of dialogue .,video,have,dialogue,predicate_not_grounded
sent_0710,The video was the first ever to feature the use of dialogue .,video,contain,dialogue,predicate_not_grounded
sent_0710,The video was the first ever to feature the use of dialogue .,video,include,dialogue,predicate_not_grounded
sent_0710,The video was the first ever to feature the use of dialogue .,video,employ,dialogue,predicate_not_grounded
sent_0710,The video was the first ever to feature the use of dialogue .,video,utilize,dialogue,predicate_not_grounded
sent_0710,The video was the first ever to feature the use of dialogue .,video,utilize,use,predicate_not_grounded
sent_0710,The video was the first ever to feature the use of dialogue .,video,utilize,feature,predicate_not_grounded
sent_0711,Their mission was always for a specific mandate and lasted for a limited period .,Their mission,had,a specific mandate,predicate_not_grounded
sent_0711,Their mission was always for a specific mandate and lasted for a limited period .,Their mission,had,a limited period,predicate_not_grounded
sent_0712,Their numbers continued to increase each year as rumours about immigration restrictions appeared in much of the Cypriot media .,Their numbers,continue,to increase,predicate_not_grounded
sent_0712,Their numbers continued to increase each year as rumours about immigration restrictions appeared in much of the Cypriot media .,Rumours,appear,in,object_not_grounded
sent_0712,Their numbers continued to increase each year as rumours about immigration restrictions appeared in much of the Cypriot media .,Rumours,appear,in the Cypriot media,predicate_not_grounded
sent_0712,Their numbers continued to increase each year as rumours about immigration restrictions appeared in much of the Cypriot media .,Rumours,appear,about immigration restrictions,predicate_not_grounded
sent_0712,Their numbers continued to increase each year as rumours about immigration restrictions appeared in much of the Cypriot media .,Immigration restrictions,appear,in much of the Cypriot media,predicate_not_grounded
sent_0713,"Then the fillets are put in a mix of olive oil , vinegar , sugar , garlic , chill peppers , and lots of parsley or celery .",fillets,are,in,object_not_grounded
sent_0713,"Then the fillets are put in a mix of olive oil , vinegar , sugar , garlic , chill peppers , and lots of parsley or celery .",mix,contains,olive oil,predicate_not_grounded
sent_0713,"Then the fillets are put in a mix of olive oil , vinegar , sugar , garlic , chill peppers , and lots of parsley or celery .",mix,contains,vinegar,predicate_not_grounded
sent_0713,"Then the fillets are put in a mix of olive oil , vinegar , sugar , garlic , chill peppers , and lots of parsley or celery .",mix,contains,sugar,predicate_not_grounded
sent_0713,"Then the fillets are put in a mix of olive oil , vinegar , sugar , garlic , chill peppers , and lots of parsley or celery .",mix,contains,garlic,predicate_not_grounded
sent_0713,"Then the fillets are put in a mix of olive oil , vinegar , sugar , garlic , chill peppers , and lots of parsley or celery .",mix,contains,chill peppers,predicate_not_grounded
sent_0713,"Then the fillets are put in a mix of olive oil , vinegar , sugar , garlic , chill peppers , and lots of parsley or celery .",mix,contains,parsley,predicate_not_grounded
sent_0713,"Then the fillets are put in a mix of olive oil , vinegar , sugar , garlic , chill peppers , and lots of parsley or celery .",mix,contains,celery,predicate_not_grounded
sent_0714,There have been two crashes involving fatalities at the airfield since it was established .,airfield,has,crashes,predicate_not_grounded
sent_0714,There have been two crashes involving fatalities at the airfield since it was established .,airfield,has,fatalities,predicate_not_grounded
sent_0714,There have been two crashes involving fatalities at the airfield since it was established .,crashes,involve,fatalities,predicate_not_grounded
sent_0714,There have been two crashes involving fatalities at the airfield since it was established .,airfield,has,since,predicate_not_grounded
sent_0715,"There used to be a Youth Hostel but it closed in October 2008 and the building has since reopened as Keld Lodge , a hotel with bar and restaurant .",Youth Hostel,replaced by,Keld Lodge,predicate_not_grounded
sent_0719,These and other attempts supplied a bridge between the literature of the two languages .,literature,of,two languages,predicate_not_grounded
sent_0719,These and other attempts supplied a bridge between the literature of the two languages .,two languages,of,literature,predicate_not_grounded
sent_0720,"These are visually very similar to part number 2189014-00-211 , with the same AT style plug and chassis , silver label on the reverse bearing the AnyKey moniker , screws holding the keyboard together , macro programming requiring the control key , and lacking the AnyKey inscription on their face .",These,have,part number 2189014-00-211,predicate_not_grounded
sent_0720,"These are visually very similar to part number 2189014-00-211 , with the same AT style plug and chassis , silver label on the reverse bearing the AnyKey moniker , screws holding the keyboard together , macro programming requiring the control key , and lacking the AnyKey inscription on their face .",These,have,AT style plug,predicate_not_grounded
sent_0720,"These are visually very similar to part number 2189014-00-211 , with the same AT style plug and chassis , silver label on the reverse bearing the AnyKey moniker , screws holding the keyboard together , macro programming requiring the control key , and lacking the AnyKey inscription on their face .",These,have,chassis,predicate_not_grounded
sent_0720,"These are visually very similar to part number 2189014-00-211 , with the same AT style plug and chassis , silver label on the reverse bearing the AnyKey moniker , screws holding the keyboard together , macro programming requiring the control key , and lacking the AnyKey inscription on their face .",These,have,silver label,predicate_not_grounded
sent_0720,"These are visually very similar to part number 2189014-00-211 , with the same AT style plug and chassis , silver label on the reverse bearing the AnyKey moniker , screws holding the keyboard together , macro programming requiring the control key , and lacking the AnyKey inscription on their face .",These,have,reverse,predicate_not_grounded
sent_0720,"These are visually very similar to part number 2189014-00-211 , with the same AT style plug and chassis , silver label on the reverse bearing the AnyKey moniker , screws holding the keyboard together , macro programming requiring the control key , and lacking the AnyKey inscription on their face .",These,have,AnyKey moniker,predicate_not_grounded
sent_0720,"These are visually very similar to part number 2189014-00-211 , with the same AT style plug and chassis , silver label on the reverse bearing the AnyKey moniker , screws holding the keyboard together , macro programming requiring the control key , and lacking the AnyKey inscription on their face .",These,have,screws,predicate_not_grounded
sent_0720,"These are visually very similar to part number 2189014-00-211 , with the same AT style plug and chassis , silver label on the reverse bearing the AnyKey moniker , screws holding the keyboard together , macro programming requiring the control key , and lacking the AnyKey inscription on their face .",These,have,keyboard,predicate_not_grounded
sent_0720,"These are visually very similar to part number 2189014-00-211 , with the same AT style plug and chassis , silver label on the reverse bearing the AnyKey moniker , screws holding the keyboard together , macro programming requiring the control key , and lacking the AnyKey inscription on their face .",These,require,macro programming,predicate_not_grounded
sent_0720,"These are visually very similar to part number 2189014-00-211 , with the same AT style plug and chassis , silver label on the reverse bearing the AnyKey moniker , screws holding the keyboard together , macro programming requiring the control key , and lacking the AnyKey inscription on their face .",These,require,control key,predicate_not_grounded
sent_0720,"These are visually very similar to part number 2189014-00-211 , with the same AT style plug and chassis , silver label on the reverse bearing the AnyKey moniker , screws holding the keyboard together , macro programming requiring the control key , and lacking the AnyKey inscription on their face .",These,lack,AnyKey inscription,predicate_not_grounded
sent_0720,"These are visually very similar to part number 2189014-00-211 , with the same AT style plug and chassis , silver label on the reverse bearing the AnyKey moniker , screws holding the keyboard together , macro programming requiring the control key , and lacking the AnyKey inscription on their face .",These,have,face,predicate_not_grounded
sent_0721,These beams stem from a cosmic energy source called the `` Omega Effect '' .,These beams,come from,Omega Effect,predicate_not_grounded
sent_0722,These objects are thrown away if their screen projection is too small .,objects,have,screen projection,predicate_not_grounded
sent_0722,These objects are thrown away if their screen projection is too small .,objects,have,screen,predicate_not_grounded
sent_0723,"These orientations allow easy movement , i.e. degrees of freedom , and thus lowers entropy minimally .",These orientations,have,degrees of freedom,predicate_not_grounded
sent_0723,"These orientations allow easy movement , i.e. degrees of freedom , and thus lowers entropy minimally .",These orientations,lower,entropy,predicate_not_grounded
sent_0723,"These orientations allow easy movement , i.e. degrees of freedom , and thus lowers entropy minimally .",These orientations,minimize,entropy,predicate_not_grounded
sent_0724,"These were often related to European conflict , as the Stuart Pretenders were aided and encouraged by Britain 's continental enemies for their own ends .",Britain,has,continental enemies,predicate_not_grounded
sent_0724,"These were often related to European conflict , as the Stuart Pretenders were aided and encouraged by Britain 's continental enemies for their own ends .",Britain,is,country,object_ungroundable
sent_0725,"They beat Milligan 1-0 , Grand View 3-0 , Webber International 1-0 and Azusa Pacific 0-0 to win the NAIA National Championships .",Milligan,lose,1-0,predicate_not_grounded
sent_0725,"They beat Milligan 1-0 , Grand View 3-0 , Webber International 1-0 and Azusa Pacific 0-0 to win the NAIA National Championships .",Grand View,lose,3-0,predicate_not_grounded
sent_0725,"They beat Milligan 1-0 , Grand View 3-0 , Webber International 1-0 and Azusa Pacific 0-0 to win the NAIA National Championships .",Webber International,lose,1-0,predicate_not_grounded
sent_0725,"They beat Milligan 1-0 , Grand View 3-0 , Webber International 1-0 and Azusa Pacific 0-0 to win the NAIA National Championships .",Azusa Pacific,draw,0-0,predicate_not_grounded
sent_0726,"They have included some of the most dangerous assassins in the world including Lady Shiva , David Cain , and Merlyn .",They,include,Lady Shiva,predicate_not_grounded
sent_0726,"They have included some of the most dangerous assassins in the world including Lady Shiva , David Cain , and Merlyn .",They,include,David Cain,predicate_not_grounded
sent_0726,"They have included some of the most dangerous assassins in the world including Lady Shiva , David Cain , and Merlyn .",They,include,Merlyn,predicate_not_grounded
sent_0726,"They have included some of the most dangerous assassins in the world including Lady Shiva , David Cain , and Merlyn .",Lady Shiva,be,assassin,object_not_grounded
sent_0726,"They have included some of the most dangerous assassins in the world including Lady Shiva , David Cain , and Merlyn .",David Cain,be,assassin,object_not_grounded
sent_0726,"They have included some of the most dangerous assassins in the world including Lady Shiva , David Cain , and Merlyn .",Merlyn,be,assassin,object_not_grounded
sent_0727,They usually go through a period of dormancy after flowering .,They,go,a,object_not_grounded
sent_0727,They usually go through a period of dormancy after flowering .,They,go,of,object_not_grounded
sent_0728,"Third TV drama series was broadcast in 2008 - , featuring Mao Inoue as Anmitsu .",Third TV drama series,featured,Mao Inoue,predicate_not_grounded
sent_0728,"Third TV drama series was broadcast in 2008 - , featuring Mao Inoue as Anmitsu .",Third TV drama series,featured,Anmitsu,predicate_not_grounded
sent_0728,"Third TV drama series was broadcast in 2008 - , featuring Mao Inoue as Anmitsu .",Mao Inoue,played,Anmitsu,predicate_not_grounded
sent_0729,This attire has also become popular with women of other communities .,women,of,communities,predicate_not_grounded
sent_0729,This attire has also become popular with women of other communities .,communities,of,women,predicate_not_grounded
