sentence_id,sentence,Subject,Predicate,Object
test_0243,"Scarpetta returns to Virginia in `` Trace '' , convincing herself that she was fired from her position , at the request of her replacement , Dr. Joel Marcus .",Scarpetta,convinces herself that,she was fired from her position
test_0243,"Scarpetta returns to Virginia in `` Trace '' , convincing herself that she was fired from her position , at the request of her replacement , Dr. Joel Marcus .",Scarpetta,returns in,`` Trace ''
test_0243,"Scarpetta returns to Virginia in `` Trace '' , convincing herself that she was fired from her position , at the request of her replacement , Dr. Joel Marcus .",Scarpetta,returns at the request of,"her replacement , Dr. Joel Marcus"
test_0243,"Scarpetta returns to Virginia in `` Trace '' , convincing herself that she was fired from her position , at the request of her replacement , Dr. Joel Marcus .",Dr. Joel Marcus,is the replacement of,Scarpetta
test_0243,"Scarpetta returns to Virginia in `` Trace '' , convincing herself that she was fired from her position , at the request of her replacement , Dr. Joel Marcus .",Joel Marcus,is,Dr.
test_0244,"Several isomers of octene are known , depending on the position and the geometry of the double bond in the carbon chain .",known isomers of octene,depend on,the position of the double bond in the carbon chain
test_0244,"Several isomers of octene are known , depending on the position and the geometry of the double bond in the carbon chain .",known isomers of octene,depend on,the geometry of the double bond in the carbon chain
test_0244,"Several isomers of octene are known , depending on the position and the geometry of the double bond in the carbon chain .",octene,has Several known,isomers
test_0245,She died in October 1915 of a heart attack .,She,died in,October 1915
test_0245,She died in October 1915 of a heart attack .,She,died of,a heart attack
test_0246,She provided an audio commentary for the episode on the DVD release of the show 's third series alongside David Tennant .,She,provided,an audio commentary for the episode
test_0246,She provided an audio commentary for the episode on the DVD release of the show 's third series alongside David Tennant .,She,provided an audio commentary for the episode alongside,David Tennant
test_0246,She provided an audio commentary for the episode on the DVD release of the show 's third series alongside David Tennant .,an audio commentary,was provided for,the episode
test_0246,She provided an audio commentary for the episode on the DVD release of the show 's third series alongside David Tennant .,an audio commentary,was provided on,the DVD release of the show 's third series
test_0247,"She published more than 15 research publications , including International Journals , International Conferences , National Conferences , workshops and seminars .",She,published more than 15,research publications
test_0247,"She published more than 15 research publications , including International Journals , International Conferences , National Conferences , workshops and seminars .",She,"published research publications , including",International Journals
test_0247,"She published more than 15 research publications , including International Journals , International Conferences , National Conferences , workshops and seminars .",She,"published research publications , including",International Conferences
test_0247,"She published more than 15 research publications , including International Journals , International Conferences , National Conferences , workshops and seminars .",She,"published research publications , including",National Conferences
test_0247,"She published more than 15 research publications , including International Journals , International Conferences , National Conferences , workshops and seminars .",She,"published research publications , including",workshops
test_0247,"She published more than 15 research publications , including International Journals , International Conferences , National Conferences , workshops and seminars .",She,"published research publications , including",seminars
test_0248,She returned to that Thames River base 9 February 1931 and for the remainder of the decade served as a training ship primarily for the Submarine School at New London and occasionally for NROTC units in the southern New England area .,She,returned to,that Thames River base
test_0248,She returned to that Thames River base 9 February 1931 and for the remainder of the decade served as a training ship primarily for the Submarine School at New London and occasionally for NROTC units in the southern New England area .,She,served as,a training ship
test_0248,She returned to that Thames River base 9 February 1931 and for the remainder of the decade served as a training ship primarily for the Submarine School at New London and occasionally for NROTC units in the southern New England area .,She,served primarily for,the Submarine School at
test_0248,She returned to that Thames River base 9 February 1931 and for the remainder of the decade served as a training ship primarily for the Submarine School at New London and occasionally for NROTC units in the southern New England area .,She,served occasionally for,NROTC units in
test_0248,She returned to that Thames River base 9 February 1931 and for the remainder of the decade served as a training ship primarily for the Submarine School at New London and occasionally for NROTC units in the southern New England area .,the Submarine School,was at,New London
test_0248,She returned to that Thames River base 9 February 1931 and for the remainder of the decade served as a training ship primarily for the Submarine School at New London and occasionally for NROTC units in the southern New England area .,NROTC units,were in,the southern New England area
test_0249,"She was ordered to be rebuilt on 9 March 1724 , and was taken in hand at Deptford Dockyard by Master Shipwright Richard Stacey .",She,was ordered to be rebuilt on,9 March 1724
test_0249,"She was ordered to be rebuilt on 9 March 1724 , and was taken in hand at Deptford Dockyard by Master Shipwright Richard Stacey .",She,was taken in hand at,Deptford Dockyard
test_0249,"She was ordered to be rebuilt on 9 March 1724 , and was taken in hand at Deptford Dockyard by Master Shipwright Richard Stacey .",She,was taken in hand by,Master Shipwright Richard Stacey
test_0249,"She was ordered to be rebuilt on 9 March 1724 , and was taken in hand at Deptford Dockyard by Master Shipwright Richard Stacey .",Richard Stacey,was,Master Shipwright
test_0250,"Shea was born on September 5 , 1900 in San Francisco , California .",Shea,was born on,"September 5 , 1900"
test_0250,"Shea was born on September 5 , 1900 in San Francisco , California .",Shea,was born in,"San Francisco , California"
test_0250,"Shea was born on September 5 , 1900 in San Francisco , California .",San Francisco,is in,California
test_0251,"Since joining the competition in 1908 , Richmond has won ten premierships , the most recent victory being in 1980 .",Richmond,has won,ten premierships
test_0251,"Since joining the competition in 1908 , Richmond has won ten premierships , the most recent victory being in 1980 .",Richmond,joined the competition in,1908
test_0251,"Since joining the competition in 1908 , Richmond has won ten premierships , the most recent victory being in 1980 .",the most recent victory of Richmond,was in,1980
test_0252,Sometimes extra payments were specified by which a freed slave could liberate himself from these residual duties .,extra payments,were specified by which,a freed slave could liberate himself from these residual duties
test_0252,Sometimes extra payments were specified by which a freed slave could liberate himself from these residual duties .,a freed slave,could liberate himself from,these residual duties
test_0253,"Specifically , knowledge and interest in the event affects the level of personal importance for the individual , which also affects the individual 's level of emotional arousal .",knowledge in the event,Specifically affects,the level of personal importance for the individual
test_0253,"Specifically , knowledge and interest in the event affects the level of personal importance for the individual , which also affects the individual 's level of emotional arousal .",interest in the event,Specifically affects,the level of personal importance for the individual
test_0253,"Specifically , knowledge and interest in the event affects the level of personal importance for the individual , which also affects the individual 's level of emotional arousal .",knowledge in the event,also affects,the individual 's level of emotional arousal
test_0253,"Specifically , knowledge and interest in the event affects the level of personal importance for the individual , which also affects the individual 's level of emotional arousal .",interest in the event,also affects,the individual 's level of emotional arousal
test_0254,"Spennymoor Town F.C. are the main local football team and won the FA Carlsberg Vase , after winning 2-1 in the final at Wembley Stadium against Tunbridge Wells in May 2013 .",Spennymoor Town F.C.,are the main,football team
test_0254,"Spennymoor Town F.C. are the main local football team and won the FA Carlsberg Vase , after winning 2-1 in the final at Wembley Stadium against Tunbridge Wells in May 2013 .",Spennymoor Town F.C.,won,the FA Carlsberg Vase
test_0254,"Spennymoor Town F.C. are the main local football team and won the FA Carlsberg Vase , after winning 2-1 in the final at Wembley Stadium against Tunbridge Wells in May 2013 .",Spennymoor Town F.C.,won 2-1 in,the final against Tunbridge Wells
test_0254,"Spennymoor Town F.C. are the main local football team and won the FA Carlsberg Vase , after winning 2-1 in the final at Wembley Stadium against Tunbridge Wells in May 2013 .",the final,was against,Tunbridge Wells
test_0255,"Sukhum functioned as the capital of the `` Union treaty '' Abkhaz Soviet Socialist Republic associated with the Georgian SSR from 1921 until 1931 , when it became the capital of the Abkhazian Autonomous Soviet Socialist Republic within the Georgian SSR .",Sukhum,functioned as,the capital of the `` Union treaty '' Abkhaz Soviet Socialist Republic associated with the Georgian SSR
test_0255,"Sukhum functioned as the capital of the `` Union treaty '' Abkhaz Soviet Socialist Republic associated with the Georgian SSR from 1921 until 1931 , when it became the capital of the Abkhazian Autonomous Soviet Socialist Republic within the Georgian SSR .",the capital of the `` Union treaty '',was in,Sukhum
test_0255,"Sukhum functioned as the capital of the `` Union treaty '' Abkhaz Soviet Socialist Republic associated with the Georgian SSR from 1921 until 1931 , when it became the capital of the Abkhazian Autonomous Soviet Socialist Republic within the Georgian SSR .",Sukhum,became,the capital of the Abkhazian Autonomous Soviet Socialist Republic
test_0256,"Superboy-Prime , seeing an opportunity to defeat the now-weakened Anti-Monitor , flew through the Anti-Monitor 's chest and hurled his shattered body into space .",Superboy-Prime,flew through,the Anti-Monitor 's chest
test_0256,"Superboy-Prime , seeing an opportunity to defeat the now-weakened Anti-Monitor , flew through the Anti-Monitor 's chest and hurled his shattered body into space .",Superboy-Prime,hurled,Anti-Monitor 's shattered body
test_0256,"Superboy-Prime , seeing an opportunity to defeat the now-weakened Anti-Monitor , flew through the Anti-Monitor 's chest and hurled his shattered body into space .",the Anti-Monitor,had,a shattered body
test_0256,"Superboy-Prime , seeing an opportunity to defeat the now-weakened Anti-Monitor , flew through the Anti-Monitor 's chest and hurled his shattered body into space .",Superboy-Prime,was seeing an opportunity to defeat,the now-weakened Anti-Monitor
test_0256,"Superboy-Prime , seeing an opportunity to defeat the now-weakened Anti-Monitor , flew through the Anti-Monitor 's chest and hurled his shattered body into space .",the Anti-Monitor,was weakened,now
test_0257,"Swinburne moves in his writing program from the philosophical to the theological , building his case rigorously .",Swinburne,moves from,the philosophical
test_0257,"Swinburne moves in his writing program from the philosophical to the theological , building his case rigorously .",Swinburne,moves to,the theological
test_0257,"Swinburne moves in his writing program from the philosophical to the theological , building his case rigorously .",Swinburne,is building rigorously,his case
test_0258,Team Racing is a NASCAR Craftsman Truck Series team .,Team Racing,is,a NASCAR Craftsman Truck Series team
test_0259,"That same year saw an outbreak of plague in Venice , one that lasted two years and caused Franco to leave the city and to lose many of her possessions .",Venice,had,an outbreak of plague
test_0259,"That same year saw an outbreak of plague in Venice , one that lasted two years and caused Franco to leave the city and to lose many of her possessions .",an outbreak of plague,lasted,two years
test_0259,"That same year saw an outbreak of plague in Venice , one that lasted two years and caused Franco to leave the city and to lose many of her possessions .",an outbreak of plague,caused Franco to leave,the city
test_0259,"That same year saw an outbreak of plague in Venice , one that lasted two years and caused Franco to leave the city and to lose many of her possessions .",an outbreak of plague,caused Franco to leave,Venice
test_0259,"That same year saw an outbreak of plague in Venice , one that lasted two years and caused Franco to leave the city and to lose many of her possessions .",an outbreak of plague,caused Franco to lose,many of her possessions
test_0260,The 2nd Battalion of the 13th Light Infantry was raised at Winchester in January 1858 .,The 2nd Battalion of the 13th Light Infantry,was raised,at Winchester
test_0260,The 2nd Battalion of the 13th Light Infantry was raised at Winchester in January 1858 .,the 13th Light Infantry,was of,The 2nd Battalion
test_0261,The Acrolepiidae family of moths are also known as False Diamondback moths .,The Acrolepiidae family of moths,are also known as,False Diamondback moths
test_0261,The Acrolepiidae family of moths are also known as False Diamondback moths .,False Diamondback,are,moths
test_0261,The Acrolepiidae family of moths are also known as False Diamondback moths .,The Acrolepiidae,are a family of,moths
test_0262,"The Alarm are an alternative rock/new wave band that formed in Rhyl , North Wales , in 1981 .",The Alarm,are,an alternative rock/new wave band
test_0262,"The Alarm are an alternative rock/new wave band that formed in Rhyl , North Wales , in 1981 .",The Alarm,formed,"in Rhyl , North Wales"
test_0262,"The Alarm are an alternative rock/new wave band that formed in Rhyl , North Wales , in 1981 .",Rhyl,is in,North Wales
test_0262,"The Alarm are an alternative rock/new wave band that formed in Rhyl , North Wales , in 1981 .",an alternative rock/new wave band,formed,"in Rhyl , North Wales"
test_0263,"The Bourbons built additional reception rooms and reconstructed the Sala d'Ercole , named for its frescos depicted the mythological hero , Hercules .",The Bourbons,built,additional reception rooms
test_0263,"The Bourbons built additional reception rooms and reconstructed the Sala d'Ercole , named for its frescos depicted the mythological hero , Hercules .",The Bourbons,reconstructed,the Sala d'Ercole
test_0263,"The Bourbons built additional reception rooms and reconstructed the Sala d'Ercole , named for its frescos depicted the mythological hero , Hercules .",the Sala d'Ercole,was named for,"its frescos depicting the mythological hero , Hercules"
test_0263,"The Bourbons built additional reception rooms and reconstructed the Sala d'Ercole , named for its frescos depicted the mythological hero , Hercules .",its frescos,depicted,"the mythological hero , Hercules"
test_0263,"The Bourbons built additional reception rooms and reconstructed the Sala d'Ercole , named for its frescos depicted the mythological hero , Hercules .",Hercules,was,a mythological hero
test_0264,"The Bureau of Alcohol , Tobacco , Firearms and Explosives , formed in 1886 , is a federal law enforcement organization within the United States Department of Justice .","The Bureau of Alcohol , Tobacco , Firearms and Explosives",formed,in 1886
test_0264,"The Bureau of Alcohol , Tobacco , Firearms and Explosives , formed in 1886 , is a federal law enforcement organization within the United States Department of Justice .","The Bureau of Alcohol , Tobacco , Firearms and Explosives",is,a federal law enforcement organization
test_0264,"The Bureau of Alcohol , Tobacco , Firearms and Explosives , formed in 1886 , is a federal law enforcement organization within the United States Department of Justice .","The Bureau of Alcohol , Tobacco , Firearms and Explosives",is within,the United States Department of Justice
test_0265,"The CRZ was organized by the Nepal and Indian members of the Naxalite movement , in a meeting at Siliguri in the Indian State of West Bengal during August 2001 .",The CRZ,was organized by,the Nepal members of the Naxalite movement
test_0265,"The CRZ was organized by the Nepal and Indian members of the Naxalite movement , in a meeting at Siliguri in the Indian State of West Bengal during August 2001 .",The CRZ,was organized by,the Indian members of the Naxalite movement
test_0265,"The CRZ was organized by the Nepal and Indian members of the Naxalite movement , in a meeting at Siliguri in the Indian State of West Bengal during August 2001 .",the Naxalite movement,has,Nepal members
test_0265,"The CRZ was organized by the Nepal and Indian members of the Naxalite movement , in a meeting at Siliguri in the Indian State of West Bengal during August 2001 .",the Naxalite movement,has,Indian members
test_0265,"The CRZ was organized by the Nepal and Indian members of the Naxalite movement , in a meeting at Siliguri in the Indian State of West Bengal during August 2001 .",The CRZ,was organized in,a meeting
test_0265,"The CRZ was organized by the Nepal and Indian members of the Naxalite movement , in a meeting at Siliguri in the Indian State of West Bengal during August 2001 .",a meeting,was at,Siliguri in the Indian State of West Bengal
test_0265,"The CRZ was organized by the Nepal and Indian members of the Naxalite movement , in a meeting at Siliguri in the Indian State of West Bengal during August 2001 .",Siliguri,is in,the Indian State of West Bengal
test_0265,"The CRZ was organized by the Nepal and Indian members of the Naxalite movement , in a meeting at Siliguri in the Indian State of West Bengal during August 2001 .",West Bengal,is,an Indian State
test_0265,"The CRZ was organized by the Nepal and Indian members of the Naxalite movement , in a meeting at Siliguri in the Indian State of West Bengal during August 2001 .",West Bengal,is a State in,India
test_0266,"The Charles City equipment was transferred to Mason City to replace equipment burned in the November 24 , 1967 shop fire .",The Charles City equipment,was transferred to,Mason City
test_0266,"The Charles City equipment was transferred to Mason City to replace equipment burned in the November 24 , 1967 shop fire .",The Charles City equipment,was to replace,"equipment burned in the November 24 , 1967 shop fire"
test_0266,"The Charles City equipment was transferred to Mason City to replace equipment burned in the November 24 , 1967 shop fire .",equipment,burned in,the shop fire
test_0267,The Hamburg Concathedral with chapterhouse and capitular residential courts formed a `` Cathedral Immunity District '' of the Prince-Archbishopric of Bremen too .,The Hamburg Concathedral with chapterhouse and capitular residential courts,formed,a `` Cathedral Immunity District '' of the Prince-Archbishopric of Bremen
test_0267,The Hamburg Concathedral with chapterhouse and capitular residential courts formed a `` Cathedral Immunity District '' of the Prince-Archbishopric of Bremen too .,The Hamburg Concathedral,was with,chapterhouse
test_0267,The Hamburg Concathedral with chapterhouse and capitular residential courts formed a `` Cathedral Immunity District '' of the Prince-Archbishopric of Bremen too .,The Hamburg Concathedral,was with,capitular residential courts
test_0267,The Hamburg Concathedral with chapterhouse and capitular residential courts formed a `` Cathedral Immunity District '' of the Prince-Archbishopric of Bremen too .,a `` Cathedral Immunity District '',was of,the Prince-Archbishopric of Bremen
test_0267,The Hamburg Concathedral with chapterhouse and capitular residential courts formed a `` Cathedral Immunity District '' of the Prince-Archbishopric of Bremen too .,the Prince-Archbishopric,was of,Bremen
test_0267,The Hamburg Concathedral with chapterhouse and capitular residential courts formed a `` Cathedral Immunity District '' of the Prince-Archbishopric of Bremen too .,The Concathedral,was in,Hamburg
test_0268,"The Main Street Tunnel , located in Welland , Ontario , Canada , is an underwater tunnel , carrying Niagara Road 27 and the unsigned designation of Highway 7146 under the Welland Canal .",The Main Street Tunnel,is located in,"Welland , Ontario , Canada"
test_0268,"The Main Street Tunnel , located in Welland , Ontario , Canada , is an underwater tunnel , carrying Niagara Road 27 and the unsigned designation of Highway 7146 under the Welland Canal .",Welland,is in,"Ontario , Canada"
test_0268,"The Main Street Tunnel , located in Welland , Ontario , Canada , is an underwater tunnel , carrying Niagara Road 27 and the unsigned designation of Highway 7146 under the Welland Canal .",Ontario,is in,Canada
test_0268,"The Main Street Tunnel , located in Welland , Ontario , Canada , is an underwater tunnel , carrying Niagara Road 27 and the unsigned designation of Highway 7146 under the Welland Canal .",The Main Street Tunnel,is,an underwater tunnel
test_0268,"The Main Street Tunnel , located in Welland , Ontario , Canada , is an underwater tunnel , carrying Niagara Road 27 and the unsigned designation of Highway 7146 under the Welland Canal .",The Main Street Tunnel,is carrying,Niagara Road 27
test_0268,"The Main Street Tunnel , located in Welland , Ontario , Canada , is an underwater tunnel , carrying Niagara Road 27 and the unsigned designation of Highway 7146 under the Welland Canal .",The Main Street Tunnel,is carrying,the unsigned designation of Highway 7146
test_0268,"The Main Street Tunnel , located in Welland , Ontario , Canada , is an underwater tunnel , carrying Niagara Road 27 and the unsigned designation of Highway 7146 under the Welland Canal .",Highway 7146,has,an unsigned designation
test_0269,The Nadvorna dynasty is notable inasmuch as many of its descendants become rebbes .,many of The Nadvorna dynasty's descendants,become,rebbes
test_0269,The Nadvorna dynasty is notable inasmuch as many of its descendants become rebbes .,Nadvorna,is a,dynasty
test_0269,The Nadvorna dynasty is notable inasmuch as many of its descendants become rebbes .,Nadvorna dynasty,has,descendants
test_0270,The PAC bulletins were widely distributed at these meetings .,The PAC bulletins,were widely distributed,at these meetings
test_0271,"The Persian contingent that was supposed to guard the defile soon abandoned it , and Alexander passed through without any problems .",Alexander,passed through without any problems,the defile
test_0271,"The Persian contingent that was supposed to guard the defile soon abandoned it , and Alexander passed through without any problems .",The Persian contingent,was supposed to guard,the defile
test_0271,"The Persian contingent that was supposed to guard the defile soon abandoned it , and Alexander passed through without any problems .",The Persian contingent,abandoned,the defile
test_0271,"The Persian contingent that was supposed to guard the defile soon abandoned it , and Alexander passed through without any problems .",The contingent,is,Persian
test_0272,"The Rev. William Alfred Quayle was honored by his alma mater , Baker University , with the degrees Litt.D .",The Rev. William Alfred Quayle,was honored by,"his alma mater , Baker University"
test_0272,"The Rev. William Alfred Quayle was honored by his alma mater , Baker University , with the degrees Litt.D .",The Rev. William Alfred Quayle,was honored with,the degrees Litt.D
test_0272,"The Rev. William Alfred Quayle was honored by his alma mater , Baker University , with the degrees Litt.D .",William Alfred Quayle,is,The Rev.
test_0272,"The Rev. William Alfred Quayle was honored by his alma mater , Baker University , with the degrees Litt.D .",William Alfred Quayle's alma mater,is,Baker University
test_0273,"The River Stour Trust , formed in 1968 , has its headquarters in Sudbury , and a purpose built Visitor Centre located at Cornard Lock .",The River Stour Trust,was formed,in 1968
test_0273,"The River Stour Trust , formed in 1968 , has its headquarters in Sudbury , and a purpose built Visitor Centre located at Cornard Lock .",The River Stour Trust,has,headquarters
test_0273,"The River Stour Trust , formed in 1968 , has its headquarters in Sudbury , and a purpose built Visitor Centre located at Cornard Lock .",The River Stour Trust,has,a purpose built Visitor Centre
test_0274,The SAS killed a total of 14 Provisional Irish Republican Army and Irish National Liberation Army members at these locations .,The SAS,killed,Provisional Irish Republican Army members
test_0274,The SAS killed a total of 14 Provisional Irish Republican Army and Irish National Liberation Army members at these locations .,The SAS,killed,Irish National Liberation Army members
test_0274,The SAS killed a total of 14 Provisional Irish Republican Army and Irish National Liberation Army members at these locations .,The SAS,killed,a total of 14
test_0275,"The Steinbrenner family added a monument to Monument Park on September 20 , 2010 to honor Steinbrenner .",The Steinbrenner family,added,a monument to honor Steinbrenner
test_0275,"The Steinbrenner family added a monument to Monument Park on September 20 , 2010 to honor Steinbrenner .",a monument added to Monument Park,was to honor,Steinbrenner
test_0276,"The Summer Programs Office runs these programs , and many Wardlaw-Hartridge Students attend camp or classes over the summer .",The Summer Programs Office,runs,these programs
test_0276,"The Summer Programs Office runs these programs , and many Wardlaw-Hartridge Students attend camp or classes over the summer .",many Wardlaw-Hartridge Students,attend,camp
test_0276,"The Summer Programs Office runs these programs , and many Wardlaw-Hartridge Students attend camp or classes over the summer .",many Wardlaw-Hartridge Students,attend,classes
test_0277,The Triple-A Baseball National Championship Game was established in 2006 .,The Triple-A Baseball National Championship Game,was established,in 2006
test_0278,"The Venezuelan government required that all private television stations dedicate at least 25 % of their airtime to programs created by community groups , non-profits , and other independent producers .",The Venezuelan government,required that all private television stations dedicate at least 25 of their airtime to,"programs created by community groups , non-profits , and other independent producers"
test_0278,"The Venezuelan government required that all private television stations dedicate at least 25 % of their airtime to programs created by community groups , non-profits , and other independent producers .",The government,is in,Venezuela
test_0278,"The Venezuelan government required that all private television stations dedicate at least 25 % of their airtime to programs created by community groups , non-profits , and other independent producers .",all private television stations,are required to dedicate airtime to,programs created by community groups
test_0278,"The Venezuelan government required that all private television stations dedicate at least 25 % of their airtime to programs created by community groups , non-profits , and other independent producers .",all private television stations,are required to dedicate airtime to,programs created by non-profits
test_0278,"The Venezuelan government required that all private television stations dedicate at least 25 % of their airtime to programs created by community groups , non-profits , and other independent producers .",all private television stations,are required to dedicate airtime,programs created by other independent producers
test_0278,"The Venezuelan government required that all private television stations dedicate at least 25 % of their airtime to programs created by community groups , non-profits , and other independent producers .",programs,are created by,community groups
test_0278,"The Venezuelan government required that all private television stations dedicate at least 25 % of their airtime to programs created by community groups , non-profits , and other independent producers .",programs,are created by,non-profits
test_0278,"The Venezuelan government required that all private television stations dedicate at least 25 % of their airtime to programs created by community groups , non-profits , and other independent producers .",programs,are created by,other independent producers
test_0278,"The Venezuelan government required that all private television stations dedicate at least 25 % of their airtime to programs created by community groups , non-profits , and other independent producers .",community groups,are,independent producers
test_0278,"The Venezuelan government required that all private television stations dedicate at least 25 % of their airtime to programs created by community groups , non-profits , and other independent producers .",non-profits,are,independent producers
test_0278,"The Venezuelan government required that all private television stations dedicate at least 25 % of their airtime to programs created by community groups , non-profits , and other independent producers .",television stations,are,private
test_0278,"The Venezuelan government required that all private television stations dedicate at least 25 % of their airtime to programs created by community groups , non-profits , and other independent producers .",private television stations,have,airtime
test_0279,The Wilbur Cross Highway formerly ended in Sturbridge ; locals sometimes call Haynes Street and portions of Mashapaug Road `` Old Route 15 '' .,The Wilbur Cross Highway,ended,in Sturbridge
test_0279,The Wilbur Cross Highway formerly ended in Sturbridge ; locals sometimes call Haynes Street and portions of Mashapaug Road `` Old Route 15 '' .,locals,sometimes call Haynes Street,`` Old Route 15 ''
test_0279,The Wilbur Cross Highway formerly ended in Sturbridge ; locals sometimes call Haynes Street and portions of Mashapaug Road `` Old Route 15 '' .,locals,sometimes call portions of Mashapaug Road,`` Old Route 15 ''
test_0280,"The `` Charleston Courier , '' founded in 1803 , and `` Charleston Daily News , '' founded in 1865 , merged to form the `` News and Courier '' in 1873 .",The `` Charleston Courier '',was founded,in 1803
test_0280,"The `` Charleston Courier , '' founded in 1803 , and `` Charleston Daily News , '' founded in 1865 , merged to form the `` News and Courier '' in 1873 .",The `` Charleston Daily News '',was founded,in 1865
test_0280,"The `` Charleston Courier , '' founded in 1803 , and `` Charleston Daily News , '' founded in 1865 , merged to form the `` News and Courier '' in 1873 .",The `` Charleston Courier '' and `` Charleston Daily News '',merged to form,the `` News and Courier ''
test_0281,"The album , produced by Roy Thomas Baker , was promoted with American and European tours .",The album,was produced by,Roy Thomas Baker
test_0281,"The album , produced by Roy Thomas Baker , was promoted with American and European tours .",The album,was promoted with,tours
test_0282,The band also confirmed that the album would be self-released .,The band,also confirmed that,the album would be self-released
test_0282,The band also confirmed that the album would be self-released .,the album,would be,self-released
test_0283,The canal was dammed off from the river for most of the construction period .,The canal,was dammed off from,the river
test_0284,"The car used in `` Stealth '' was a band member 's car , and recorded just outside the studio in the parking lot .",The car used in `` Stealth '',was,a band member 's car
test_0284,"The car used in `` Stealth '' was a band member 's car , and recorded just outside the studio in the parking lot .",The car used in `` Stealth '',was recorded,just outside the studio in the parking lot
test_0284,"The car used in `` Stealth '' was a band member 's car , and recorded just outside the studio in the parking lot .",The car,was used in,`` Stealth ''
test_0284,"The car used in `` Stealth '' was a band member 's car , and recorded just outside the studio in the parking lot .",a band member,had,a car
test_0285,"The city was founded by the Western Town Lot Company in 1880 , and originally named Nordland , with the platted streets given Norwegian names .",The city,was founded by,the Western Town Lot Company
test_0285,"The city was founded by the Western Town Lot Company in 1880 , and originally named Nordland , with the platted streets given Norwegian names .",The city founded by the Western Town Lot Company in 1880,was originally named,Nordland
test_0285,"The city was founded by the Western Town Lot Company in 1880 , and originally named Nordland , with the platted streets given Norwegian names .",the platted streets of The city originally named Nordland,were given,Norwegian names
test_0285,"The city was founded by the Western Town Lot Company in 1880 , and originally named Nordland , with the platted streets given Norwegian names .",the names of the platted streets,were,Norwegian
test_0286,The closest Watson ever got was when Republicans had 12 seats in the State House in 2003 .,Republicans,had,12 seats
test_0286,The closest Watson ever got was when Republicans had 12 seats in the State House in 2003 .,when Republicans had 12 seats in the State House,was,The closest Watson ever got
test_0287,The community is served by the United States Postal Service Hinsdale Post Office .,The community,is served by,the United States Postal Service Hinsdale Post Office
test_0287,The community is served by the United States Postal Service Hinsdale Post Office .,the United States Postal Service,has,Post Office
test_0288,The dialects they speak are similar but have different intonations .,are,The dialects they speak,similar but have different intonations
test_0288,The dialects they speak are similar but have different intonations .,are similar but have,The dialects they speak,different intonations
test_0289,"The diocese was originally erected as the Prefecture Apostolic of Hpyeng-yang on 17 March 1927 , and renamed as the Prefecture Apostolic of Peng-yang on 17 March 1929 .",The diocese,was originally erected as,the Prefecture Apostolic of Hpyeng-yang
test_0289,"The diocese was originally erected as the Prefecture Apostolic of Hpyeng-yang on 17 March 1927 , and renamed as the Prefecture Apostolic of Peng-yang on 17 March 1929 .",The Prefecture Apostolic of Hpyeng-yang,was renamed as,the Prefecture Apostolic of Peng-yang
test_0290,"The economy of Ostrov is based on food , electronic , and textile industries .",The economy of Ostrov,is based on,food industries
test_0290,"The economy of Ostrov is based on food , electronic , and textile industries .",The economy of Ostrov,is based on,electronic industries
test_0290,"The economy of Ostrov is based on food , electronic , and textile industries .",The economy of Ostrov,is based on,textile industries
test_0291,"The engine had twin turbochargers , and produced an advertised at 5700 rpm and of torque on 8 lbs of boost .",The engine,had,twin turbochargers
test_0291,"The engine had twin turbochargers , and produced an advertised at 5700 rpm and of torque on 8 lbs of boost .",The engine,produced,an advertised 5700 rpm of torque
test_0291,"The engine had twin turbochargers , and produced an advertised at 5700 rpm and of torque on 8 lbs of boost .",The engine,produced an advertised 5700 rpm of torque on,8 lbs of boost
test_0292,"The ensemble also has extensive recordings with Deutsche Grammophon , Dorian Recordings , Newport Classic , Navona Records , and under their own label .",The ensemble,also has extensive recordings with,Deutsche Grammophon
test_0292,"The ensemble also has extensive recordings with Deutsche Grammophon , Dorian Recordings , Newport Classic , Navona Records , and under their own label .",The ensemble,also has extensive recordings with,Dorian Recordings
test_0292,"The ensemble also has extensive recordings with Deutsche Grammophon , Dorian Recordings , Newport Classic , Navona Records , and under their own label .",The ensemble,also has extensive recordings with,Newport Classic
test_0292,"The ensemble also has extensive recordings with Deutsche Grammophon , Dorian Recordings , Newport Classic , Navona Records , and under their own label .",The ensemble,also has extensive recordings with,Navona Records
test_0292,"The ensemble also has extensive recordings with Deutsche Grammophon , Dorian Recordings , Newport Classic , Navona Records , and under their own label .",The ensemble,also has extensive recordings with,their own label
test_0293,"The establishment of a museum had first been planned in 1821 by the Philosophical Society of Australasia , and although specimens were collected , the Society folded in 1822 .",The establishment of a museum,had first been planned in,1821
test_0293,"The establishment of a museum had first been planned in 1821 by the Philosophical Society of Australasia , and although specimens were collected , the Society folded in 1822 .",The establishment of a museum,had first been planned by,the Philosophical Society of Australasia
test_0293,"The establishment of a museum had first been planned in 1821 by the Philosophical Society of Australasia , and although specimens were collected , the Society folded in 1822 .",the Philosophical Society of Australasia,folded,in 1822
test_0293,"The establishment of a museum had first been planned in 1821 by the Philosophical Society of Australasia , and although specimens were collected , the Society folded in 1822 .",the Philosophical Society,is in,Australasia
test_0294,"The extension of the University Library can be found on the second floor , and parking for 120 cars on the third to sixth floors .",The extension of the University Library,can be found,on the second floor
