sent_id,sentence,Subject,Predicate,Object,error_type
sent_0601,"On May 13 , 2010 , Yost was named manager of the Kansas City Royals , replacing Trey Hillman .",Yost,may was named,manager,low_support
sent_0601,"On May 13 , 2010 , Yost was named manager of the Kansas City Royals , replacing Trey Hillman .",Yost,may was named,manager of,low_support
sent_0601,"On May 13 , 2010 , Yost was named manager of the Kansas City Royals , replacing Trey Hillman .",Hillman,may was replaced by,Yost,low_support
sent_0602,"On May 15 , 2007 , XM suspended Opie & Anthony for 30 days , in response to a broadcast featuring a homeless man who wandered into the studio .",Opie & Anthony,may was featured,a broadcast,low_support
sent_0603,"On November 2 , 2005 , Brown ended his contract early and left the federal government .",Brown,contract,early,low_support
sent_0603,"On November 2 , 2005 , Brown ended his contract early and left the federal government .",Brown,government,federal,low_support
sent_0606,"Only Ballard and Williams are left after Sergeant Jericho and the other officers , along with the two train operators , are killed when they try to finish the fight .",Ballard,are,left,low_support
sent_0607,"Opponents of religious freedom sometimes referred to it as `` Rogue 's Island '' , and Cotton Mather called it `` the sewer of New England . ''",Cotton Mather,called,"""Rogue's Island""",low_support
sent_0612,"Piffaro generally performs a concert series of four to five concerts a year in Philadelphia , in addition to touring throughout the United States , Canada , Europe and elsewhere .",Piffaro,performs,Canada,low_support
sent_0617,"Reptiles identified during surveys include marbled geckos on both island groups while the following are limited to the main island in the Northern group - four-toed earless skink , bull skinks and western brown snakes .",Reptiles,identified,four-toed earless skink,low_support
sent_0617,"Reptiles identified during surveys include marbled geckos on both island groups while the following are limited to the main island in the Northern group - four-toed earless skink , bull skinks and western brown snakes .",Reptiles,identified,bull skinks,low_support
sent_0619,"Returning home , Ballard delivers her report , which her superiors refuse to believe .",Her,report,believe,coreference_required
sent_0622,San Francisco 's diversity of cultures along with its eccentricities are so great that they have greatly influenced the country and the world at large over the years .,cultures,are,great,low_support
sent_0626,She provided an audio commentary for the episode on the DVD release of the show 's third series alongside David Tennant .,She,provided,episode,coreference_required
sent_0626,She provided an audio commentary for the episode on the DVD release of the show 's third series alongside David Tennant .,She,provided,DVD release,coreference_required
sent_0628,She returned to that Thames River base 9 February 1931 and for the remainder of the decade served as a training ship primarily for the Submarine School at New London and occasionally for NROTC units in the southern New England area .,She,served,primarily,coreference_required
sent_0634,"Spennymoor Town F.C. are the main local football team and won the FA Carlsberg Vase , after winning 2-1 in the final at Wembley Stadium against Tunbridge Wells in May 2013 .",Spennymoor Town F.C.,may won,FA Carlsberg Vase,low_support
sent_0634,"Spennymoor Town F.C. are the main local football team and won the FA Carlsberg Vase , after winning 2-1 in the final at Wembley Stadium against Tunbridge Wells in May 2013 .",Spennymoor Town F.C.,may won,2-1,low_support
sent_0634,"Spennymoor Town F.C. are the main local football team and won the FA Carlsberg Vase , after winning 2-1 in the final at Wembley Stadium against Tunbridge Wells in May 2013 .",Spennymoor Town F.C.,may won,against Tunbridge Wells,low_support
sent_0634,"Spennymoor Town F.C. are the main local football team and won the FA Carlsberg Vase , after winning 2-1 in the final at Wembley Stadium against Tunbridge Wells in May 2013 .",Spennymoor Town F.C.,may played,at Wembley Stadium,low_support
sent_0634,"Spennymoor Town F.C. are the main local football team and won the FA Carlsberg Vase , after winning 2-1 in the final at Wembley Stadium against Tunbridge Wells in May 2013 .",Wembley Stadium,may hosted,Spennymoor Town F.C.,low_support
sent_0636,"Superboy-Prime , seeing an opportunity to defeat the now-weakened Anti-Monitor , flew through the Anti-Monitor 's chest and hurled his shattered body into space .",Superboy-Prime,flew,space,low_support
sent_0636,"Superboy-Prime , seeing an opportunity to defeat the now-weakened Anti-Monitor , flew through the Anti-Monitor 's chest and hurled his shattered body into space .",Superboy-Prime,flew,Anti-Monitor,low_support
sent_0636,"Superboy-Prime , seeing an opportunity to defeat the now-weakened Anti-Monitor , flew through the Anti-Monitor 's chest and hurled his shattered body into space .",Superboy-Prime,defeat,Anti-Monitor,low_support
sent_0643,"The Bourbons built additional reception rooms and reconstructed the Sala d'Ercole , named for its frescos depicted the mythological hero , Hercules .",Sala d'Ercole,named,Hercules,low_support
sent_0644,"The Bureau of Alcohol , Tobacco , Firearms and Explosives , formed in 1886 , is a federal law enforcement organization within the United States Department of Justice .",Bureau of Alcohol,tobacco,the united states department of justice,low_support
sent_0646,"The Charles City equipment was transferred to Mason City to replace equipment burned in the November 24 , 1967 shop fire .",November 24,1967 shop fire,24 1967,low_support
sent_0648,"The Main Street Tunnel , located in Welland , Ontario , Canada , is an underwater tunnel , carrying Niagara Road 27 and the unsigned designation of Highway 7146 under the Welland Canal .",Main Street Tunnel,carrying,Highway 7146,low_support
sent_0648,"The Main Street Tunnel , located in Welland , Ontario , Canada , is an underwater tunnel , carrying Niagara Road 27 and the unsigned designation of Highway 7146 under the Welland Canal .",Main Street Tunnel,under,Welland Canal,low_support
sent_0648,"The Main Street Tunnel , located in Welland , Ontario , Canada , is an underwater tunnel , carrying Niagara Road 27 and the unsigned designation of Highway 7146 under the Welland Canal .",Welland Canal,under which,Main Street Tunnel,low_support
sent_0651,"The Persian contingent that was supposed to guard the defile soon abandoned it , and Alexander passed through without any problems .",The Persian contingent,without abandoned,it,low_support
sent_0651,"The Persian contingent that was supposed to guard the defile soon abandoned it , and Alexander passed through without any problems .",Alexander,without passed,through,low_support
sent_0652,"The Rev. William Alfred Quayle was honored by his alma mater , Baker University , with the degrees Litt.D .",Rev. William Alfred Quayle,honored,Baker University,low_support
sent_0653,"The River Stour Trust , formed in 1968 , has its headquarters in Sudbury , and a purpose built Visitor Centre located at Cornard Lock .",The River Stour Trust,is located,Cornard Lock,low_support
sent_0655,"The Steinbrenner family added a monument to Monument Park on September 20 , 2010 to honor Steinbrenner .",Steinbrenner family,added,Monument Park,low_support
sent_0669,"The diocese was originally erected as the Prefecture Apostolic of Hpyeng-yang on 17 March 1927 , and renamed as the Prefecture Apostolic of Peng-yang on 17 March 1929 .",The Prefecture Apostolic of Peng-yang,was erected,17 March 1929,low_support
sent_0670,"The economy of Ostrov is based on food , electronic , and textile industries .",Ostrov,based on,electronic and,low_support
sent_0670,"The economy of Ostrov is based on food , electronic , and textile industries .",Ostrov,based on,textile industries,low_support
sent_0676,The failure of 1st Armored to arrive intact and deploy as a single entity would have important consequences in later action against German forces in Tunisia .,1st Armored,deploy,single entity,contradiction_or_false
sent_0676,The failure of 1st Armored to arrive intact and deploy as a single entity would have important consequences in later action against German forces in Tunisia .,1st Armored,deploy,Tunisia,low_support
sent_0678,The first comes from when Sweden 's Royal Couple lived there during the 1992 Barcelona Summer Olympics .,Royal Couple,lived,Sweden,low_support
sent_0680,"The first library in Huntington Beach opened in 1909 and has since evolved to a five location library system : Central , Main Street , Oak View , Helen Murphy , and Banning .",The first library in Huntington Beach,has,Central,low_support
sent_0680,"The first library in Huntington Beach opened in 1909 and has since evolved to a five location library system : Central , Main Street , Oak View , Helen Murphy , and Banning .",The first library in Huntington Beach,has,Oak View,low_support
sent_0680,"The first library in Huntington Beach opened in 1909 and has since evolved to a five location library system : Central , Main Street , Oak View , Helen Murphy , and Banning .",The first library in Huntington Beach,has,Helen Murphy,low_support
sent_0687,"The lodge is open from mid-May to mid-October , with two weeks starting in the end of August reserved for the Dartmouth First-Year Trips .",The lodge,may has,two weeks,low_support
sent_0689,"The permanent members are the provost , the Carl H. Pforzheimer University Professor and the deans or designees from the following Schools : the Faculty of Arts and Sciences , Harvard Business School , Harvard Law School and Harvard Medical School .",The permanent members,are,faculty of arts and sciences,low_support
sent_0689,"The permanent members are the provost , the Carl H. Pforzheimer University Professor and the deans or designees from the following Schools : the Faculty of Arts and Sciences , Harvard Business School , Harvard Law School and Harvard Medical School .",The permanent members,are,harvard business school,low_support
sent_0689,"The permanent members are the provost , the Carl H. Pforzheimer University Professor and the deans or designees from the following Schools : the Faculty of Arts and Sciences , Harvard Business School , Harvard Law School and Harvard Medical School .",The permanent members,are,harvard law school,low_support
sent_0689,"The permanent members are the provost , the Carl H. Pforzheimer University Professor and the deans or designees from the following Schools : the Faculty of Arts and Sciences , Harvard Business School , Harvard Law School and Harvard Medical School .",The permanent members,are,harvard medical school,low_support
sent_0697,"The riders climbed off and began walking , shouting protests in general and in particular abuse at the race doctor , Pierre Dumas , whom some demanded should also take a test to see if he 'd been drinking wine or taking aspirin to make his own job easier .",Pierre Dumas,be,the race doctor,low_support
sent_0697,"The riders climbed off and began walking , shouting protests in general and in particular abuse at the race doctor , Pierre Dumas , whom some demanded should also take a test to see if he 'd been drinking wine or taking aspirin to make his own job easier .",Pierre Dumas,be,drinking wine,low_support
sent_0697,"The riders climbed off and began walking , shouting protests in general and in particular abuse at the race doctor , Pierre Dumas , whom some demanded should also take a test to see if he 'd been drinking wine or taking aspirin to make his own job easier .",Pierre Dumas,be,taking aspirin,low_support
sent_0699,The second was titled `` Consider Her Ways '' and also starred Barrie as the lead named Jane Waterleigh .,Jane Waterleigh,named,Barrie,contradiction_or_false
sent_0702,"The staff provides a family-style , home-cooked dinner every night , which is attended not only by Dartmouth students , but by community members , Appalachian Trail thru-hikers , tourists , and even Dartmouth professors .",The staff,not provides,a family-style home-cooked dinner,contradiction_or_false
sent_0702,"The staff provides a family-style , home-cooked dinner every night , which is attended not only by Dartmouth students , but by community members , Appalachian Trail thru-hikers , tourists , and even Dartmouth professors .",The staff,not provides,dinner,contradiction_or_false
sent_0702,"The staff provides a family-style , home-cooked dinner every night , which is attended not only by Dartmouth students , but by community members , Appalachian Trail thru-hikers , tourists , and even Dartmouth professors .",The staff,not provides,every night,contradiction_or_false
sent_0702,"The staff provides a family-style , home-cooked dinner every night , which is attended not only by Dartmouth students , but by community members , Appalachian Trail thru-hikers , tourists , and even Dartmouth professors .",The staff,not provides,dinner,contradiction_or_false
sent_0702,"The staff provides a family-style , home-cooked dinner every night , which is attended not only by Dartmouth students , but by community members , Appalachian Trail thru-hikers , tourists , and even Dartmouth professors .",Dartmouth students,not attend,a family-style home-cooked dinner,contradiction_or_false
sent_0702,"The staff provides a family-style , home-cooked dinner every night , which is attended not only by Dartmouth students , but by community members , Appalachian Trail thru-hikers , tourists , and even Dartmouth professors .",Dartmouth students,not attend,dinner,contradiction_or_false
sent_0702,"The staff provides a family-style , home-cooked dinner every night , which is attended not only by Dartmouth students , but by community members , Appalachian Trail thru-hikers , tourists , and even Dartmouth professors .",Dartmouth students,not attend,every night,contradiction_or_false
sent_0702,"The staff provides a family-style , home-cooked dinner every night , which is attended not only by Dartmouth students , but by community members , Appalachian Trail thru-hikers , tourists , and even Dartmouth professors .",Dartmouth students,not attend,dinner,contradiction_or_false
sent_0702,"The staff provides a family-style , home-cooked dinner every night , which is attended not only by Dartmouth students , but by community members , Appalachian Trail thru-hikers , tourists , and even Dartmouth professors .",Community members,not attend,a family-style home-cooked dinner,contradiction_or_false
sent_0702,"The staff provides a family-style , home-cooked dinner every night , which is attended not only by Dartmouth students , but by community members , Appalachian Trail thru-hikers , tourists , and even Dartmouth professors .",Community members,not attend,dinner,contradiction_or_false
sent_0702,"The staff provides a family-style , home-cooked dinner every night , which is attended not only by Dartmouth students , but by community members , Appalachian Trail thru-hikers , tourists , and even Dartmouth professors .",Community members,not attend,every night,contradiction_or_false
sent_0702,"The staff provides a family-style , home-cooked dinner every night , which is attended not only by Dartmouth students , but by community members , Appalachian Trail thru-hikers , tourists , and even Dartmouth professors .",Community members,not attend,dinner,contradiction_or_false
sent_0702,"The staff provides a family-style , home-cooked dinner every night , which is attended not only by Dartmouth students , but by community members , Appalachian Trail thru-hikers , tourists , and even Dartmouth professors .",Appalachian Trail thru-hikers,not attend,a family-style home-cooked dinner,contradiction_or_false
sent_0702,"The staff provides a family-style , home-cooked dinner every night , which is attended not only by Dartmouth students , but by community members , Appalachian Trail thru-hikers , tourists , and even Dartmouth professors .",Appalachian Trail thru-hikers,not attend,dinner,contradiction_or_false
sent_0702,"The staff provides a family-style , home-cooked dinner every night , which is attended not only by Dartmouth students , but by community members , Appalachian Trail thru-hikers , tourists , and even Dartmouth professors .",Appalachian Trail thru-hikers,not attend,every night,contradiction_or_false
sent_0702,"The staff provides a family-style , home-cooked dinner every night , which is attended not only by Dartmouth students , but by community members , Appalachian Trail thru-hikers , tourists , and even Dartmouth professors .",Appalachian Trail thru-hikers,not attend,dinner,contradiction_or_false
sent_0702,"The staff provides a family-style , home-cooked dinner every night , which is attended not only by Dartmouth students , but by community members , Appalachian Trail thru-hikers , tourists , and even Dartmouth professors .",Tourists,not attend,a family-style home-cooked dinner,contradiction_or_false
sent_0702,"The staff provides a family-style , home-cooked dinner every night , which is attended not only by Dartmouth students , but by community members , Appalachian Trail thru-hikers , tourists , and even Dartmouth professors .",Tourists,not attend,dinner,contradiction_or_false
sent_0702,"The staff provides a family-style , home-cooked dinner every night , which is attended not only by Dartmouth students , but by community members , Appalachian Trail thru-hikers , tourists , and even Dartmouth professors .",Tourists,not attend,every night,contradiction_or_false
sent_0702,"The staff provides a family-style , home-cooked dinner every night , which is attended not only by Dartmouth students , but by community members , Appalachian Trail thru-hikers , tourists , and even Dartmouth professors .",Tourists,not attend,dinner,contradiction_or_false
sent_0702,"The staff provides a family-style , home-cooked dinner every night , which is attended not only by Dartmouth students , but by community members , Appalachian Trail thru-hikers , tourists , and even Dartmouth professors .",Dartmouth professors,not attend,a family-style home-cooked dinner,contradiction_or_false
sent_0702,"The staff provides a family-style , home-cooked dinner every night , which is attended not only by Dartmouth students , but by community members , Appalachian Trail thru-hikers , tourists , and even Dartmouth professors .",Dartmouth professors,not attend,dinner,contradiction_or_false
sent_0702,"The staff provides a family-style , home-cooked dinner every night , which is attended not only by Dartmouth students , but by community members , Appalachian Trail thru-hikers , tourists , and even Dartmouth professors .",Dartmouth professors,not attend,every night,contradiction_or_false
sent_0702,"The staff provides a family-style , home-cooked dinner every night , which is attended not only by Dartmouth students , but by community members , Appalachian Trail thru-hikers , tourists , and even Dartmouth professors .",Dartmouth professors,not attend,dinner,contradiction_or_false
sent_0704,"The stations were both called `` Midsomer Norton and Welton '' ; under British Railways , the S&D station was renamed as Midsomer Norton South after a short period as Midsomer Norton Upper ; and is currently being restored with occasional open weekends with engines in steam .",Stations,were renamed,Midsomer Norton Upper,low_support
sent_0704,"The stations were both called `` Midsomer Norton and Welton '' ; under British Railways , the S&D station was renamed as Midsomer Norton South after a short period as Midsomer Norton Upper ; and is currently being restored with occasional open weekends with engines in steam .",British Railways,renamed,Midsomer Norton Upper,low_support
sent_0704,"The stations were both called `` Midsomer Norton and Welton '' ; under British Railways , the S&D station was renamed as Midsomer Norton South after a short period as Midsomer Norton Upper ; and is currently being restored with occasional open weekends with engines in steam .",Midsomer Norton Upper,was,renamed,low_support
sent_0705,The stock pot should be chilled and the solid lump of dripping which settles when chilled should be scraped clean and re-chilled for future use .,solid lump,is,lump,low_support
sent_0706,"The suit alleged that they conspired to fix prices for e-books , and weaken Amazon.com 's position in the market , in violation of antitrust law .",Amazon.com,is,market,low_support
sent_0708,"The town was previously served by a station on the Somerset and Dorset Railway but this closed in 1966 , and by a second station on the Bristol and North Somerset Railway at Welton in the valley .",The town,was served by,the Bristol and North Somerset Railway,low_support
sent_0710,The video was the first ever to feature the use of dialogue .,video,be,first,low_support
sent_0716,"There were 143 households out of which 30.1 % had children under the age of 18 living with them , 49.7 % were married couples living together , 11.9 % had a female householder with no husband present , and 36.4 % were non-families .",Households,no had,children under the age of 18 living with them,contradiction_or_false
sent_0716,"There were 143 households out of which 30.1 % had children under the age of 18 living with them , 49.7 % were married couples living together , 11.9 % had a female householder with no husband present , and 36.4 % were non-families .",Households,no had,married couples living together,contradiction_or_false
sent_0716,"There were 143 households out of which 30.1 % had children under the age of 18 living with them , 49.7 % were married couples living together , 11.9 % had a female householder with no husband present , and 36.4 % were non-families .",Households,no had,a female householder with no husband present,contradiction_or_false
sent_0716,"There were 143 households out of which 30.1 % had children under the age of 18 living with them , 49.7 % were married couples living together , 11.9 % had a female householder with no husband present , and 36.4 % were non-families .",Households,no were,non-families,contradiction_or_false
sent_0716,"There were 143 households out of which 30.1 % had children under the age of 18 living with them , 49.7 % were married couples living together , 11.9 % had a female householder with no husband present , and 36.4 % were non-families .",Children under the age of 18 living with them,no were,households out of which 30 1,contradiction_or_false
sent_0716,"There were 143 households out of which 30.1 % had children under the age of 18 living with them , 49.7 % were married couples living together , 11.9 % had a female householder with no husband present , and 36.4 % were non-families .",Married couples living together,no were,49 7 were,low_support
sent_0717,"There were 47,604 households out of which 35.00 % had children under the age of 18 living with them , 56.30 % were married couples living together , 7.50 % had a female householder with no husband present , and 32.50 % were non-families .",Households,no had,children under the age of 18 living with them,contradiction_or_false
sent_0717,"There were 47,604 households out of which 35.00 % had children under the age of 18 living with them , 56.30 % were married couples living together , 7.50 % had a female householder with no husband present , and 32.50 % were non-families .",Households,no had,married couples living together,contradiction_or_false
sent_0717,"There were 47,604 households out of which 35.00 % had children under the age of 18 living with them , 56.30 % were married couples living together , 7.50 % had a female householder with no husband present , and 32.50 % were non-families .",Households,no had,a female householder with no husband present,contradiction_or_false
sent_0717,"There were 47,604 households out of which 35.00 % had children under the age of 18 living with them , 56.30 % were married couples living together , 7.50 % had a female householder with no husband present , and 32.50 % were non-families .",Households,no were,non-families,contradiction_or_false
sent_0717,"There were 47,604 households out of which 35.00 % had children under the age of 18 living with them , 56.30 % were married couples living together , 7.50 % had a female householder with no husband present , and 32.50 % were non-families .",Children under the age of 18 living with them,no were,households out of which 35 00,low_support
sent_0717,"There were 47,604 households out of which 35.00 % had children under the age of 18 living with them , 56.30 % were married couples living together , 7.50 % had a female householder with no husband present , and 32.50 % were non-families .",Married couples living together,no were,56 30 were,low_support
sent_0718,"There were 6,524 households out of which 35.3 % had children under the age of 18 living with them , 31.7 % were married couples living together , 31.5 % had a female householder with no husband present , and 30.6 % were non-families .",Households,no had,children under the age of 18 living with them,contradiction_or_false
sent_0718,"There were 6,524 households out of which 35.3 % had children under the age of 18 living with them , 31.7 % were married couples living together , 31.5 % had a female householder with no husband present , and 30.6 % were non-families .",Households,no had,married couples living together,contradiction_or_false
sent_0718,"There were 6,524 households out of which 35.3 % had children under the age of 18 living with them , 31.7 % were married couples living together , 31.5 % had a female householder with no husband present , and 30.6 % were non-families .",Households,no had,female householder with no husband present,contradiction_or_false
sent_0718,"There were 6,524 households out of which 35.3 % had children under the age of 18 living with them , 31.7 % were married couples living together , 31.5 % had a female householder with no husband present , and 30.6 % were non-families .",Households,no were,non-families,contradiction_or_false
sent_0718,"There were 6,524 households out of which 35.3 % had children under the age of 18 living with them , 31.7 % were married couples living together , 31.5 % had a female householder with no husband present , and 30.6 % were non-families .",Children under the age of 18 living with them,no were,households out of which 35 3,low_support
sent_0718,"There were 6,524 households out of which 35.3 % had children under the age of 18 living with them , 31.7 % were married couples living together , 31.5 % had a female householder with no husband present , and 30.6 % were non-families .",Non-families,no were,6 524 households,low_support
sent_0725,"They beat Milligan 1-0 , Grand View 3-0 , Webber International 1-0 and Azusa Pacific 0-0 to win the NAIA National Championships .",They,beat,Azusa Pacific,coreference_required
sent_0731,"This change was soon picked up by Huguenot writers , who began to expand on Calvin and promote the idea of the sovereignty of the people , ideas to which Catholic writers and preachers responded fiercely .",Calvin,was,promote,low_support
sent_0733,This had considerable implications for the Welsh language as it was the main language of the nonconformist churches in Wales .,Welsh language,was,language,low_support
sent_0739,"To keep the family together , Michael asks his self-centered twin sister Lindsay , her husband Tobias and their daughter Maeby to live together in the Bluth model home with him and George Michael .",Tobias,is,maeby to,low_support
sent_0740,"To the Medieval school of Jewish Philosophy , that framed Judaism in light of Greek thought and human intellect , God the Infinite has no needs .",Medieval school of Jewish Philosophy,no framed,Judaism,contradiction_or_false
sent_0740,"To the Medieval school of Jewish Philosophy , that framed Judaism in light of Greek thought and human intellect , God the Infinite has no needs .",Medieval school of Jewish Philosophy,no framed,Greek thought,contradiction_or_false
sent_0740,"To the Medieval school of Jewish Philosophy , that framed Judaism in light of Greek thought and human intellect , God the Infinite has no needs .",Medieval school of Jewish Philosophy,no framed,human intellect,contradiction_or_false
sent_0744,Trumbull was often incorrectly credited in print as being the sole special-effects creator for 2001 .,Trumbull,being,special-effects creator,low_support
sent_0744,Trumbull was often incorrectly credited in print as being the sole special-effects creator for 2001 .,Trumbull,being,sole,low_support
sent_0745,"Twice divorced and currently married , Ladd is the mother of actress Laura Dern , by her ex-husband , actor Bruce Dern .",Laura Dern,is,mother,low_support
sent_0745,"Twice divorced and currently married , Ladd is the mother of actress Laura Dern , by her ex-husband , actor Bruce Dern .",Bruce Dern,is,husband,low_support
sent_0750,"Unlike Uncle Sam later , he is not a figure of authority but rather a yeoman who prefers his small beer and domestic peace , possessed of neither patriarchal power nor heroic defiance .",Uncle Sam,not prefers,small beer,contradiction_or_false
sent_0750,"Unlike Uncle Sam later , he is not a figure of authority but rather a yeoman who prefers his small beer and domestic peace , possessed of neither patriarchal power nor heroic defiance .",he,not is,a yeoman,coreference_required
sent_0750,"Unlike Uncle Sam later , he is not a figure of authority but rather a yeoman who prefers his small beer and domestic peace , possessed of neither patriarchal power nor heroic defiance .",he,not prefers,domestic peace,coreference_required
sent_0752,"Wakeboarding is practiced by both men and women at the competitive level , but they compete in separate categories .",Wakeboarding,is practiced by,men,low_support
sent_0752,"Wakeboarding is practiced by both men and women at the competitive level , but they compete in separate categories .",Wakeboarding,is practiced by,women,low_support
sent_0753,Watson has served as Minority Leader since elected by his caucus in November 1998 .,Watson,elected,his caucus,contradiction_or_false
sent_0757,"When the explosion tore through the hut , Stauffenberg was convinced that no one in the room could have survived .",Stauffenberg,could no convinced,that no one in the room could have survived,contradiction_or_false
sent_0757,"When the explosion tore through the hut , Stauffenberg was convinced that no one in the room could have survived .",the explosion,could no tore,the hut,low_support
sent_0757,"When the explosion tore through the hut , Stauffenberg was convinced that no one in the room could have survived .",the explosion,could no went through,the hut,low_support
sent_0757,"When the explosion tore through the hut , Stauffenberg was convinced that no one in the room could have survived .",Stauffenberg,could no thought,that no one in the room could have survived,contradiction_or_false
sent_0762,"With this act , Russia was officially transformed from an absolute monarchy into a constitutional one , though the exact extent of just `` how '' constitutional quickly became the subject of debate , based upon the emperor 's subsequent actions .",Russia,was transformed,an absolute monarchy,contradiction_or_false
sent_0764,"Wright was the subject of `` This Is Your Life '' on two occasions : in May 1961 when he was surprised by Eamonn Andrews , and in January 1990 , when Michael Aspel surprised him at Thames Television 's Teddington Studios .",Wright,may was the subject of,This Is Your Life,low_support
sent_0764,"Wright was the subject of `` This Is Your Life '' on two occasions : in May 1961 when he was surprised by Eamonn Andrews , and in January 1990 , when Michael Aspel surprised him at Thames Television 's Teddington Studios .",Eamonn Andrews,may surprised,Wright,low_support
sent_0768,`` Le Griffon '' is reported to be the `` Holy Grail '' of Great Lakes shipwreck hunters .,Le Griffon,shipwreck,Great Lakes,low_support
sent_0768,`` Le Griffon '' is reported to be the `` Holy Grail '' of Great Lakes shipwreck hunters .,Great Lakes,shipwreck,Le Griffon,low_support
sent_0771,"he was one of only a few concert organists worldwide who supported themselves exclusively by giving recitals , concerts and master classes , without any supplement from teaching or church position .",he,without gave,recitals,coreference_required
sent_0771,"he was one of only a few concert organists worldwide who supported themselves exclusively by giving recitals , concerts and master classes , without any supplement from teaching or church position .",he,without gave,concerts,coreference_required
sent_0771,"he was one of only a few concert organists worldwide who supported themselves exclusively by giving recitals , concerts and master classes , without any supplement from teaching or church position .",he,without gave,master classes,coreference_required
sent_0771,"he was one of only a few concert organists worldwide who supported themselves exclusively by giving recitals , concerts and master classes , without any supplement from teaching or church position .",he,without was,concert organists,coreference_required
sent_0771,"he was one of only a few concert organists worldwide who supported themselves exclusively by giving recitals , concerts and master classes , without any supplement from teaching or church position .",he,without was,worldwide,coreference_required
sent_0772,A casting director at the time told Scott that he had wished that he 'd met him a week before ; he was casting for the `` G.I. Joe '' cartoon .,Scott,told,a casting director,contradiction_or_false
sent_0772,A casting director at the time told Scott that he had wished that he 'd met him a week before ; he was casting for the `` G.I. Joe '' cartoon .,he,met,Scott,coreference_required
sent_0774,"In fact , Condon , after seeing Hauptmann in a lineup at New York Police Department Greenwich Street Station told FBI Special Agent Turrou that Hauptmann was not `` John , '' the man to whom Condon claimed he passed the ransom money to in St. Raymond 's Cemetery .",Condon,not saw,Hauptmann,contradiction_or_false
sent_0774,"In fact , Condon , after seeing Hauptmann in a lineup at New York Police Department Greenwich Street Station told FBI Special Agent Turrou that Hauptmann was not `` John , '' the man to whom Condon claimed he passed the ransom money to in St. Raymond 's Cemetery .",Condon,not told,Turrou,contradiction_or_false
sent_0774,"In fact , Condon , after seeing Hauptmann in a lineup at New York Police Department Greenwich Street Station told FBI Special Agent Turrou that Hauptmann was not `` John , '' the man to whom Condon claimed he passed the ransom money to in St. Raymond 's Cemetery .",Condon,not claimed,John,low_support
sent_0774,"In fact , Condon , after seeing Hauptmann in a lineup at New York Police Department Greenwich Street Station told FBI Special Agent Turrou that Hauptmann was not `` John , '' the man to whom Condon claimed he passed the ransom money to in St. Raymond 's Cemetery .",Condon,not passed,money,contradiction_or_false
sent_0774,"In fact , Condon , after seeing Hauptmann in a lineup at New York Police Department Greenwich Street Station told FBI Special Agent Turrou that Hauptmann was not `` John , '' the man to whom Condon claimed he passed the ransom money to in St. Raymond 's Cemetery .",Condon,not identified,Hauptmann,contradiction_or_false
sent_0774,"In fact , Condon , after seeing Hauptmann in a lineup at New York Police Department Greenwich Street Station told FBI Special Agent Turrou that Hauptmann was not `` John , '' the man to whom Condon claimed he passed the ransom money to in St. Raymond 's Cemetery .",Hauptmann,not was,in a lineup,low_support
sent_0774,"In fact , Condon , after seeing Hauptmann in a lineup at New York Police Department Greenwich Street Station told FBI Special Agent Turrou that Hauptmann was not `` John , '' the man to whom Condon claimed he passed the ransom money to in St. Raymond 's Cemetery .",Condon,not went,Greenwich Street Station,contradiction_or_false
sent_0774,"In fact , Condon , after seeing Hauptmann in a lineup at New York Police Department Greenwich Street Station told FBI Special Agent Turrou that Hauptmann was not `` John , '' the man to whom Condon claimed he passed the ransom money to in St. Raymond 's Cemetery .",Hauptmann,not was,in a lineup at,contradiction_or_false
sent_0774,"In fact , Condon , after seeing Hauptmann in a lineup at New York Police Department Greenwich Street Station told FBI Special Agent Turrou that Hauptmann was not `` John , '' the man to whom Condon claimed he passed the ransom money to in St. Raymond 's Cemetery .",Condon,not went,New York Police Department,contradiction_or_false
