sent_id,sentence,Subject,Predicate,Object
sent_0694,The residue can be reprocessed for more dripping and strained through a cheesecloth lined sieve as an ingredient for a fine beef stock .,The residue,can be reprocessed,for more dripping.
sent_0694,The residue can be reprocessed for more dripping and strained through a cheesecloth lined sieve as an ingredient for a fine beef stock .,The residue,can be strained,through a cheesecloth lined sieve.
sent_0694,The residue can be reprocessed for more dripping and strained through a cheesecloth lined sieve as an ingredient for a fine beef stock .,The residue,can be used as,an ingredient for a fine beef stock.
sent_0694,The residue can be reprocessed for more dripping and strained through a cheesecloth lined sieve as an ingredient for a fine beef stock .,The residue,can be reprocessed,as an ingredient for a fine beef stock.
sent_0694,The residue can be reprocessed for more dripping and strained through a cheesecloth lined sieve as an ingredient for a fine beef stock .,The residue,can be strained,as an ingredient for a fine beef stock.
sent_0695,"The rest of the group reach a small shop , where Brady attempts to phone the Sheriff , but the crocodile breaks through a wall and devours Annabelle .",The rest of the group,reach,a small shop
sent_0695,"The rest of the group reach a small shop , where Brady attempts to phone the Sheriff , but the crocodile breaks through a wall and devours Annabelle .",Brady,attempts,to phone the Sheriff
sent_0695,"The rest of the group reach a small shop , where Brady attempts to phone the Sheriff , but the crocodile breaks through a wall and devours Annabelle .",The crocodile,breaks,a wall
sent_0695,"The rest of the group reach a small shop , where Brady attempts to phone the Sheriff , but the crocodile breaks through a wall and devours Annabelle .",The crocodile,devours,Annabelle
sent_0696,"The restrictions against eating meat and drinking wine , besides reducing a person 's pleasure , recall the cessation of the `` Korban Tamid '' and the `` Nesach Hayayin '' on the Temple Altar with the destruction of the Temple .",The restrictions,recall,cessation of the `` Korban Tamid '' and the `` Nesach Hayayin '' on the Temple Altar.
sent_0696,"The restrictions against eating meat and drinking wine , besides reducing a person 's pleasure , recall the cessation of the `` Korban Tamid '' and the `` Nesach Hayayin '' on the Temple Altar with the destruction of the Temple .",The restrictions,recall,the cessation of the `` Korban Tamid ''.
sent_0696,"The restrictions against eating meat and drinking wine , besides reducing a person 's pleasure , recall the cessation of the `` Korban Tamid '' and the `` Nesach Hayayin '' on the Temple Altar with the destruction of the Temple .",The restrictions,recall,the `` Nesach Hayayin '' on the Temple Altar.
sent_0697,"The riders climbed off and began walking , shouting protests in general and in particular abuse at the race doctor , Pierre Dumas , whom some demanded should also take a test to see if he 'd been drinking wine or taking aspirin to make his own job easier .",The riders,climbed,off
sent_0697,"The riders climbed off and began walking , shouting protests in general and in particular abuse at the race doctor , Pierre Dumas , whom some demanded should also take a test to see if he 'd been drinking wine or taking aspirin to make his own job easier .",The riders,began,walking
sent_0697,"The riders climbed off and began walking , shouting protests in general and in particular abuse at the race doctor , Pierre Dumas , whom some demanded should also take a test to see if he 'd been drinking wine or taking aspirin to make his own job easier .",The riders,shouting,protests
sent_0697,"The riders climbed off and began walking , shouting protests in general and in particular abuse at the race doctor , Pierre Dumas , whom some demanded should also take a test to see if he 'd been drinking wine or taking aspirin to make his own job easier .",The riders,shouting,abuse
sent_0697,"The riders climbed off and began walking , shouting protests in general and in particular abuse at the race doctor , Pierre Dumas , whom some demanded should also take a test to see if he 'd been drinking wine or taking aspirin to make his own job easier .",Pierre Dumas,take,a test
sent_0698,The second was named after former US President George H. W. Bush stayed aboard in November 1995 .,George H. W. Bush,stayed,aboard
sent_0698,The second was named after former US President George H. W. Bush stayed aboard in November 1995 .,The second,was named after,former US President George H. W. Bush
sent_0698,The second was named after former US President George H. W. Bush stayed aboard in November 1995 .,The second,named after,former US President George H. W. Bush
sent_0698,The second was named after former US President George H. W. Bush stayed aboard in November 1995 .,The second,named,after former US President George H. W. Bush
sent_0698,The second was named after former US President George H. W. Bush stayed aboard in November 1995 .,November 1995,was the time,former us president george h w bush stayed aboard
sent_0699,The second was titled `` Consider Her Ways '' and also starred Barrie as the lead named Jane Waterleigh .,The second,titled,"""Consider Her Ways"""
sent_0699,The second was titled `` Consider Her Ways '' and also starred Barrie as the lead named Jane Waterleigh .,The second,starred,Barrie
sent_0699,The second was titled `` Consider Her Ways '' and also starred Barrie as the lead named Jane Waterleigh .,Barrie,starred,The second
sent_0700,The series of three constitutional amendments in 1933 severely curtailed the role of the Governor-General of the Irish Free State .,Constitutional amendments,curtailed,role of the Governor-General
sent_0701,"The site consists of three subterranean Grotto follies , constructed in the 18th century , split between two areas , one on the western side of the lake , at and one on the eastern side at .",The site,consists of,three subterranean Grotto follies
sent_0701,"The site consists of three subterranean Grotto follies , constructed in the 18th century , split between two areas , one on the western side of the lake , at and one on the eastern side at .",The site,constructed,in the 18th century
sent_0701,"The site consists of three subterranean Grotto follies , constructed in the 18th century , split between two areas , one on the western side of the lake , at and one on the eastern side at .",The site,split,between two areas
sent_0703,The station has a concourse and ticket office area which was internally redesigned and reopened in mid-2012 .,The station,has,a concourse
sent_0703,The station has a concourse and ticket office area which was internally redesigned and reopened in mid-2012 .,The station,has,ticket office area
sent_0703,The station has a concourse and ticket office area which was internally redesigned and reopened in mid-2012 .,The station,was redesigned,internally
sent_0703,The station has a concourse and ticket office area which was internally redesigned and reopened in mid-2012 .,The station,was reopened,in mid-2012
sent_0704,"The stations were both called `` Midsomer Norton and Welton '' ; under British Railways , the S&D station was renamed as Midsomer Norton South after a short period as Midsomer Norton Upper ; and is currently being restored with occasional open weekends with engines in steam .",Stations,were called,Midsomer Norton and Welton
sent_0704,"The stations were both called `` Midsomer Norton and Welton '' ; under British Railways , the S&D station was renamed as Midsomer Norton South after a short period as Midsomer Norton Upper ; and is currently being restored with occasional open weekends with engines in steam .",Stations,were renamed,Midsomer Norton South
sent_0704,"The stations were both called `` Midsomer Norton and Welton '' ; under British Railways , the S&D station was renamed as Midsomer Norton South after a short period as Midsomer Norton Upper ; and is currently being restored with occasional open weekends with engines in steam .",British Railways,renamed,Midsomer Norton South
sent_0704,"The stations were both called `` Midsomer Norton and Welton '' ; under British Railways , the S&D station was renamed as Midsomer Norton South after a short period as Midsomer Norton Upper ; and is currently being restored with occasional open weekends with engines in steam .",Midsomer Norton South,is,currently being restored
sent_0705,The stock pot should be chilled and the solid lump of dripping which settles when chilled should be scraped clean and re-chilled for future use .,stock pot,should be,chilled
sent_0705,The stock pot should be chilled and the solid lump of dripping which settles when chilled should be scraped clean and re-chilled for future use .,solid lump,settles,when chilled
sent_0705,The stock pot should be chilled and the solid lump of dripping which settles when chilled should be scraped clean and re-chilled for future use .,solid lump,should be,scraped clean
sent_0705,The stock pot should be chilled and the solid lump of dripping which settles when chilled should be scraped clean and re-chilled for future use .,solid lump,should be,re-chilled
sent_0705,The stock pot should be chilled and the solid lump of dripping which settles when chilled should be scraped clean and re-chilled for future use .,solid lump,is,dripping
sent_0705,The stock pot should be chilled and the solid lump of dripping which settles when chilled should be scraped clean and re-chilled for future use .,future use,is,re-chilled
sent_0706,"The suit alleged that they conspired to fix prices for e-books , and weaken Amazon.com 's position in the market , in violation of antitrust law .",The suit,alleged,that they conspired
sent_0706,"The suit alleged that they conspired to fix prices for e-books , and weaken Amazon.com 's position in the market , in violation of antitrust law .",they,conspired,to fix prices
sent_0706,"The suit alleged that they conspired to fix prices for e-books , and weaken Amazon.com 's position in the market , in violation of antitrust law .",they,conspired,for e-books
sent_0706,"The suit alleged that they conspired to fix prices for e-books , and weaken Amazon.com 's position in the market , in violation of antitrust law .",they,conspired,weaken
sent_0706,"The suit alleged that they conspired to fix prices for e-books , and weaken Amazon.com 's position in the market , in violation of antitrust law .",they,weaken,Amazon.com's position
sent_0706,"The suit alleged that they conspired to fix prices for e-books , and weaken Amazon.com 's position in the market , in violation of antitrust law .",they,weaken,in the market
sent_0707,"The third known version is part number 2189014-00-212 , with at least one model being produced in February 1993 .",The third known version,is part of,2189014-00-212
sent_0707,"The third known version is part number 2189014-00-212 , with at least one model being produced in February 1993 .",The third known version,is,known
sent_0707,"The third known version is part number 2189014-00-212 , with at least one model being produced in February 1993 .",The third known version,is produced,in February 1993
sent_0707,"The third known version is part number 2189014-00-212 , with at least one model being produced in February 1993 .",At least one model,is produced,in February 1993
sent_0708,"The town was previously served by a station on the Somerset and Dorset Railway but this closed in 1966 , and by a second station on the Bristol and North Somerset Railway at Welton in the valley .",The town,was served by,a station
sent_0708,"The town was previously served by a station on the Somerset and Dorset Railway but this closed in 1966 , and by a second station on the Bristol and North Somerset Railway at Welton in the valley .",The town,was served by,the Somerset and Dorset Railway
sent_0708,"The town was previously served by a station on the Somerset and Dorset Railway but this closed in 1966 , and by a second station on the Bristol and North Somerset Railway at Welton in the valley .",station,was on,the Somerset and Dorset Railway
sent_0708,"The town was previously served by a station on the Somerset and Dorset Railway but this closed in 1966 , and by a second station on the Bristol and North Somerset Railway at Welton in the valley .",station,closed,1966
sent_0708,"The town was previously served by a station on the Somerset and Dorset Railway but this closed in 1966 , and by a second station on the Bristol and North Somerset Railway at Welton in the valley .",The town,was served by,a second station
sent_0708,"The town was previously served by a station on the Somerset and Dorset Railway but this closed in 1966 , and by a second station on the Bristol and North Somerset Railway at Welton in the valley .",second station,was on,the Bristol and North Somerset Railway
sent_0708,"The town was previously served by a station on the Somerset and Dorset Railway but this closed in 1966 , and by a second station on the Bristol and North Somerset Railway at Welton in the valley .",second station,was in,the valley
sent_0709,The very large piers at the crossing signify that there was once a tower .,piers,signify,a tower
sent_0710,The video was the first ever to feature the use of dialogue .,video,feature,dialogue
sent_0710,The video was the first ever to feature the use of dialogue .,video,use,dialogue
sent_0711,Their mission was always for a specific mandate and lasted for a limited period .,Their mission,was,a specific mandate
sent_0711,Their mission was always for a specific mandate and lasted for a limited period .,Their mission,lasted,a limited period
sent_0712,Their numbers continued to increase each year as rumours about immigration restrictions appeared in much of the Cypriot media .,Their numbers,increase,each year
sent_0713,"Then the fillets are put in a mix of olive oil , vinegar , sugar , garlic , chill peppers , and lots of parsley or celery .",fillets,put,mix
sent_0715,"There used to be a Youth Hostel but it closed in October 2008 and the building has since reopened as Keld Lodge , a hotel with bar and restaurant .",Youth Hostel,used to be,a hotel
sent_0715,"There used to be a Youth Hostel but it closed in October 2008 and the building has since reopened as Keld Lodge , a hotel with bar and restaurant .",Youth Hostel,closed,October 2008
sent_0715,"There used to be a Youth Hostel but it closed in October 2008 and the building has since reopened as Keld Lodge , a hotel with bar and restaurant .",Keld Lodge,reopened,the building
sent_0715,"There used to be a Youth Hostel but it closed in October 2008 and the building has since reopened as Keld Lodge , a hotel with bar and restaurant .",Keld Lodge,has,bar
sent_0715,"There used to be a Youth Hostel but it closed in October 2008 and the building has since reopened as Keld Lodge , a hotel with bar and restaurant .",Keld Lodge,has,restaurant
sent_0716,"There were 143 households out of which 30.1 % had children under the age of 18 living with them , 49.7 % were married couples living together , 11.9 % had a female householder with no husband present , and 36.4 % were non-families .",A female householder with no husband present,no were,11 9 had a female householder
sent_0716,"There were 143 households out of which 30.1 % had children under the age of 18 living with them , 49.7 % were married couples living together , 11.9 % had a female householder with no husband present , and 36.4 % were non-families .",Non-families,no were,36 4 were
sent_0717,"There were 47,604 households out of which 35.00 % had children under the age of 18 living with them , 56.30 % were married couples living together , 7.50 % had a female householder with no husband present , and 32.50 % were non-families .",A female householder with no husband present,no were,7 50 had a female householder
sent_0717,"There were 47,604 households out of which 35.00 % had children under the age of 18 living with them , 56.30 % were married couples living together , 7.50 % had a female householder with no husband present , and 32.50 % were non-families .",Non-families,no were,32 50 were
sent_0718,"There were 6,524 households out of which 35.3 % had children under the age of 18 living with them , 31.7 % were married couples living together , 31.5 % had a female householder with no husband present , and 30.6 % were non-families .",Married couples living together,no were,31 7 were
sent_0718,"There were 6,524 households out of which 35.3 % had children under the age of 18 living with them , 31.7 % were married couples living together , 31.5 % had a female householder with no husband present , and 30.6 % were non-families .",Female householder with no husband present,no were,31 5 had a female householder
sent_0719,These and other attempts supplied a bridge between the literature of the two languages .,These,supplied,attempts
sent_0719,These and other attempts supplied a bridge between the literature of the two languages .,attempts,supplied,bridge
sent_0719,These and other attempts supplied a bridge between the literature of the two languages .,attempts,supplied,literature
sent_0720,"These are visually very similar to part number 2189014-00-211 , with the same AT style plug and chassis , silver label on the reverse bearing the AnyKey moniker , screws holding the keyboard together , macro programming requiring the control key , and lacking the AnyKey inscription on their face .",These,are visually,similar to
sent_0721,These beams stem from a cosmic energy source called the `` Omega Effect '' .,These beams,stem,Omega Effect
sent_0721,These beams stem from a cosmic energy source called the `` Omega Effect '' .,Omega Effect,be,cosmic energy source
sent_0722,These objects are thrown away if their screen projection is too small .,objects,are,thrown away
sent_0722,These objects are thrown away if their screen projection is too small .,screen projection,is,too small
sent_0723,"These orientations allow easy movement , i.e. degrees of freedom , and thus lowers entropy minimally .",These orientations,allow,easy movement
sent_0723,"These orientations allow easy movement , i.e. degrees of freedom , and thus lowers entropy minimally .",These orientations,allow,degrees of freedom
sent_0724,"These were often related to European conflict , as the Stuart Pretenders were aided and encouraged by Britain 's continental enemies for their own ends .",Stuart Pretenders,aided,Britain's continental enemies
sent_0724,"These were often related to European conflict , as the Stuart Pretenders were aided and encouraged by Britain 's continental enemies for their own ends .",Stuart Pretenders,encouraged,Britain's continental enemies
sent_0724,"These were often related to European conflict , as the Stuart Pretenders were aided and encouraged by Britain 's continental enemies for their own ends .",European conflict,is,the stuart pretenders
sent_0725,"They beat Milligan 1-0 , Grand View 3-0 , Webber International 1-0 and Azusa Pacific 0-0 to win the NAIA National Championships .",They,beat,Milligan
sent_0725,"They beat Milligan 1-0 , Grand View 3-0 , Webber International 1-0 and Azusa Pacific 0-0 to win the NAIA National Championships .",They,beat,Grand View
sent_0725,"They beat Milligan 1-0 , Grand View 3-0 , Webber International 1-0 and Azusa Pacific 0-0 to win the NAIA National Championships .",They,beat,Webber International
sent_0725,"They beat Milligan 1-0 , Grand View 3-0 , Webber International 1-0 and Azusa Pacific 0-0 to win the NAIA National Championships .",They,win,NAIA National Championships
sent_0727,They usually go through a period of dormancy after flowering .,They,go,through
sent_0727,They usually go through a period of dormancy after flowering .,They,go,period
sent_0727,They usually go through a period of dormancy after flowering .,They,go,dormancy
sent_0727,They usually go through a period of dormancy after flowering .,They,go,after
sent_0727,They usually go through a period of dormancy after flowering .,They,go,flowering
sent_0728,"Third TV drama series was broadcast in 2008 - , featuring Mao Inoue as Anmitsu .",Third TV drama series,was broadcast,2008
sent_0729,This attire has also become popular with women of other communities .,This attire,has,popular
sent_0729,This attire has also become popular with women of other communities .,This attire,become,popular
sent_0729,This attire has also become popular with women of other communities .,women,become,popular
sent_0730,"This can be further generalized by defining a Q-valued Euler characteristic for certain finite categories , a notion compatible with the Euler characteristics of graphs , orbifolds and posets mentioned above .",Q-valued Euler characteristic,can defines,certain finite categories
sent_0730,"This can be further generalized by defining a Q-valued Euler characteristic for certain finite categories , a notion compatible with the Euler characteristics of graphs , orbifolds and posets mentioned above .",Q-valued Euler characteristic,can is compatible with,Euler characteristics of graphs
sent_0730,"This can be further generalized by defining a Q-valued Euler characteristic for certain finite categories , a notion compatible with the Euler characteristics of graphs , orbifolds and posets mentioned above .",Q-valued Euler characteristic,can is compatible with,euler characteristics of graphs orbifolds
sent_0730,"This can be further generalized by defining a Q-valued Euler characteristic for certain finite categories , a notion compatible with the Euler characteristics of graphs , orbifolds and posets mentioned above .",Q-valued Euler characteristic,can is compatible with,euler characteristics of
sent_0731,"This change was soon picked up by Huguenot writers , who began to expand on Calvin and promote the idea of the sovereignty of the people , ideas to which Catholic writers and preachers responded fiercely .",This change,was picked up,Huguenot writers
sent_0731,"This change was soon picked up by Huguenot writers , who began to expand on Calvin and promote the idea of the sovereignty of the people , ideas to which Catholic writers and preachers responded fiercely .",Huguenot writers,began,expand
sent_0731,"This change was soon picked up by Huguenot writers , who began to expand on Calvin and promote the idea of the sovereignty of the people , ideas to which Catholic writers and preachers responded fiercely .",Huguenot writers,promote,idea
sent_0731,"This change was soon picked up by Huguenot writers , who began to expand on Calvin and promote the idea of the sovereignty of the people , ideas to which Catholic writers and preachers responded fiercely .",idea,was,expand
sent_0731,"This change was soon picked up by Huguenot writers , who began to expand on Calvin and promote the idea of the sovereignty of the people , ideas to which Catholic writers and preachers responded fiercely .",Catholic writers and preachers,responded,fiercely
sent_0732,This engine was equipped with an electronically controlled carburetor .,engine,equipped with,electronically controlled carburetor
sent_0732,This engine was equipped with an electronically controlled carburetor .,carburetor,is,electronically controlled
sent_0733,This had considerable implications for the Welsh language as it was the main language of the nonconformist churches in Wales .,Welsh language,had,implications
sent_0733,This had considerable implications for the Welsh language as it was the main language of the nonconformist churches in Wales .,Welsh language,was,main language
sent_0734,"This is most common in Western countries in those with Barrett 's esophagus , and occurs in the cuboidal cells .",Western countries,is common in,those
sent_0734,"This is most common in Western countries in those with Barrett 's esophagus , and occurs in the cuboidal cells .",Barrett's esophagus,occurs in,cuboidal cells
sent_0735,"This line was extended east by the Prahran & Malvern Tramways Trust from Hawthorn Road to Darling Road , Malvern East on 13 November 1913 .",This line,was extended,by the Prahran & Malvern Tramways Trust
sent_0735,"This line was extended east by the Prahran & Malvern Tramways Trust from Hawthorn Road to Darling Road , Malvern East on 13 November 1913 .",This line,extended,hawthorn road
sent_0735,"This line was extended east by the Prahran & Malvern Tramways Trust from Hawthorn Road to Darling Road , Malvern East on 13 November 1913 .",This line,extended,to Darling Road
sent_0735,"This line was extended east by the Prahran & Malvern Tramways Trust from Hawthorn Road to Darling Road , Malvern East on 13 November 1913 .",The Prahran & Malvern Tramways Trust,extended,This line
sent_0735,"This line was extended east by the Prahran & Malvern Tramways Trust from Hawthorn Road to Darling Road , Malvern East on 13 November 1913 .",This line,was extended,on 13 November 1913
sent_0735,"This line was extended east by the Prahran & Malvern Tramways Trust from Hawthorn Road to Darling Road , Malvern East on 13 November 1913 .",This line,was extended,from Hawthorn Road
sent_0735,"This line was extended east by the Prahran & Malvern Tramways Trust from Hawthorn Road to Darling Road , Malvern East on 13 November 1913 .",This line,was extended,malvern east
sent_0736,"This mutation gives him superhuman strength , speed , reflexes , agility , flexibility , dexterity , coordination , balance , and endurance .",mutation,gives,superhuman strength
sent_0736,"This mutation gives him superhuman strength , speed , reflexes , agility , flexibility , dexterity , coordination , balance , and endurance .",mutation,gives,speed
sent_0736,"This mutation gives him superhuman strength , speed , reflexes , agility , flexibility , dexterity , coordination , balance , and endurance .",mutation,gives,reflexes
sent_0736,"This mutation gives him superhuman strength , speed , reflexes , agility , flexibility , dexterity , coordination , balance , and endurance .",mutation,gives,agility
sent_0736,"This mutation gives him superhuman strength , speed , reflexes , agility , flexibility , dexterity , coordination , balance , and endurance .",mutation,gives,flexibility
sent_0736,"This mutation gives him superhuman strength , speed , reflexes , agility , flexibility , dexterity , coordination , balance , and endurance .",mutation,gives,dexterity
sent_0736,"This mutation gives him superhuman strength , speed , reflexes , agility , flexibility , dexterity , coordination , balance , and endurance .",mutation,gives,coordination
sent_0736,"This mutation gives him superhuman strength , speed , reflexes , agility , flexibility , dexterity , coordination , balance , and endurance .",mutation,gives,balance
sent_0736,"This mutation gives him superhuman strength , speed , reflexes , agility , flexibility , dexterity , coordination , balance , and endurance .",mutation,gives,endurance
sent_0737,"This policy was , however , opposed by the miners who demanded that the inspections be carried out by experienced colliers .",policy,opposed,miners
sent_0737,"This policy was , however , opposed by the miners who demanded that the inspections be carried out by experienced colliers .",miners,demanded,inspections
sent_0737,"This policy was , however , opposed by the miners who demanded that the inspections be carried out by experienced colliers .",miners,demanded,colliers
sent_0737,"This policy was , however , opposed by the miners who demanded that the inspections be carried out by experienced colliers .",inspections,be,carried
sent_0737,"This policy was , however , opposed by the miners who demanded that the inspections be carried out by experienced colliers .",inspections,be,out
sent_0737,"This policy was , however , opposed by the miners who demanded that the inspections be carried out by experienced colliers .",inspections,be,carried out
sent_0737,"This policy was , however , opposed by the miners who demanded that the inspections be carried out by experienced colliers .",inspections,be,carried out by experienced colliers
sent_0738,"To assist the pope in the many calls for his help and charity , Pascalina organized and led the `` Magazzino '' , a private papal charity office which employed up to 40 helpers and continued until 1959 .",Pascalina,organized,Magazzino
sent_0738,"To assist the pope in the many calls for his help and charity , Pascalina organized and led the `` Magazzino '' , a private papal charity office which employed up to 40 helpers and continued until 1959 .",Pascalina,led,Magazzino
sent_0738,"To assist the pope in the many calls for his help and charity , Pascalina organized and led the `` Magazzino '' , a private papal charity office which employed up to 40 helpers and continued until 1959 .",Magazzino,employed,40 helpers
sent_0738,"To assist the pope in the many calls for his help and charity , Pascalina organized and led the `` Magazzino '' , a private papal charity office which employed up to 40 helpers and continued until 1959 .",Magazzino,continued,1959
sent_0739,"To keep the family together , Michael asks his self-centered twin sister Lindsay , her husband Tobias and their daughter Maeby to live together in the Bluth model home with him and George Michael .",Michael,asks,Lindsay
sent_0739,"To keep the family together , Michael asks his self-centered twin sister Lindsay , her husband Tobias and their daughter Maeby to live together in the Bluth model home with him and George Michael .",Michael,asks,Tobias
sent_0739,"To keep the family together , Michael asks his self-centered twin sister Lindsay , her husband Tobias and their daughter Maeby to live together in the Bluth model home with him and George Michael .",Michael,asks,Maeby
sent_0739,"To keep the family together , Michael asks his self-centered twin sister Lindsay , her husband Tobias and their daughter Maeby to live together in the Bluth model home with him and George Michael .",Lindsay,is,michael asks his self centered twin sister
sent_0739,"To keep the family together , Michael asks his self-centered twin sister Lindsay , her husband Tobias and their daughter Maeby to live together in the Bluth model home with him and George Michael .",Lindsay,is,self-centered
sent_0739,"To keep the family together , Michael asks his self-centered twin sister Lindsay , her husband Tobias and their daughter Maeby to live together in the Bluth model home with him and George Michael .",Tobias,is,lindsay her husband
sent_0739,"To keep the family together , Michael asks his self-centered twin sister Lindsay , her husband Tobias and their daughter Maeby to live together in the Bluth model home with him and George Michael .",Maeby,is,tobias and their daughter
sent_0740,"To the Medieval school of Jewish Philosophy , that framed Judaism in light of Greek thought and human intellect , God the Infinite has no needs .",God the Infinite,no has,no needs
sent_0741,"To the north , along and across the same border , live speakers of Lakha .",Lakha,live,speakers
sent_0742,Total ` Fresh Food Story ' constructed at the end of the North Mall .,Total,constructed,Fresh Food Story
sent_0742,Total ` Fresh Food Story ' constructed at the end of the North Mall .,Fresh Food Story,constructed,at the end
sent_0743,"Transferred to Key West , Florida , on 1 June 1941 , `` R-11 '' continued her training ship duties throughout the remainder of her career .","""R-11""",continued,"""training ship duties"""
sent_0743,"Transferred to Key West , Florida , on 1 June 1941 , `` R-11 '' continued her training ship duties throughout the remainder of her career .","""R-11""",transferred,"""Key West, Florida"""
sent_0743,"Transferred to Key West , Florida , on 1 June 1941 , `` R-11 '' continued her training ship duties throughout the remainder of her career .","""R-11""",continued,"""her career"""
sent_0743,"Transferred to Key West , Florida , on 1 June 1941 , `` R-11 '' continued her training ship duties throughout the remainder of her career .","""R-11""",was,key west florida
sent_0743,"Transferred to Key West , Florida , on 1 June 1941 , `` R-11 '' continued her training ship duties throughout the remainder of her career .","""R-11""",was,"""on 1 June 1941"""
sent_0743,"Transferred to Key West , Florida , on 1 June 1941 , `` R-11 '' continued her training ship duties throughout the remainder of her career .","""R-11""",continued,"""throughout the remainder of her career"""
sent_0744,Trumbull was often incorrectly credited in print as being the sole special-effects creator for 2001 .,Trumbull,credited,in print
sent_0744,Trumbull was often incorrectly credited in print as being the sole special-effects creator for 2001 .,Trumbull,being,incorrectly credited
sent_0744,Trumbull was often incorrectly credited in print as being the sole special-effects creator for 2001 .,Trumbull,credited,incorrectly
sent_0745,"Twice divorced and currently married , Ladd is the mother of actress Laura Dern , by her ex-husband , actor Bruce Dern .",Ladd,is,twice divorced
sent_0745,"Twice divorced and currently married , Ladd is the mother of actress Laura Dern , by her ex-husband , actor Bruce Dern .",Ladd,is,married
sent_0745,"Twice divorced and currently married , Ladd is the mother of actress Laura Dern , by her ex-husband , actor Bruce Dern .",Ladd,is,mother of
sent_0745,"Twice divorced and currently married , Ladd is the mother of actress Laura Dern , by her ex-husband , actor Bruce Dern .",Bruce Dern,is,ex husband
sent_0746,Two seats were won by the Labor-Progressive Party on its own with the re-election of A.A. MacLeod and J.B. Salsberg .,Labor-Progressive Party,won,seats
sent_0747,"Tyabb also has Tyabb Airport , a private airfield which has been operating for more than thirty years .",Tyabb,has,Tyabb Airport
sent_0747,"Tyabb also has Tyabb Airport , a private airfield which has been operating for more than thirty years .",Tyabb Airport,has been operating,for more than thirty years
sent_0748,US 258 intersects NC 222 in Fountain before entering Edgecombe County .,US 258,intersects,NC 222
sent_0749,"Under the Comanche program , each company built different parts of the aircraft .",Comanche program,built,parts
sent_0749,"Under the Comanche program , each company built different parts of the aircraft .",company,built,parts
sent_0749,"Under the Comanche program , each company built different parts of the aircraft .",company,different,parts
sent_0749,"Under the Comanche program , each company built different parts of the aircraft .",each,built,parts
sent_0749,"Under the Comanche program , each company built different parts of the aircraft .",each,different,parts
sent_0750,"Unlike Uncle Sam later , he is not a figure of authority but rather a yeoman who prefers his small beer and domestic peace , possessed of neither patriarchal power nor heroic defiance .",he,not possesses,neither patriarchal power nor heroic defiance
sent_0750,"Unlike Uncle Sam later , he is not a figure of authority but rather a yeoman who prefers his small beer and domestic peace , possessed of neither patriarchal power nor heroic defiance .",he,is not,a figure of authority
sent_0751,Unruly passengers are often put off here to be taken into custody .,Unruly passengers,are,off
sent_0751,Unruly passengers are often put off here to be taken into custody .,Unruly passengers,put,here
sent_0751,Unruly passengers are often put off here to be taken into custody .,Unruly passengers,are,taken
sent_0751,Unruly passengers are often put off here to be taken into custody .,Unruly passengers,taken,into custody
sent_0752,"Wakeboarding is practiced by both men and women at the competitive level , but they compete in separate categories .",Men,compete,separate categories
sent_0752,"Wakeboarding is practiced by both men and women at the competitive level , but they compete in separate categories .",Women,compete,separate categories
sent_0752,"Wakeboarding is practiced by both men and women at the competitive level , but they compete in separate categories .",Wakeboarding,is practiced at,competitive level
sent_0752,"Wakeboarding is practiced by both men and women at the competitive level , but they compete in separate categories .",Competitive level,is practiced at,wakeboarding
sent_0753,Watson has served as Minority Leader since elected by his caucus in November 1998 .,Watson,has,Minority Leader
sent_0753,Watson has served as Minority Leader since elected by his caucus in November 1998 .,Watson,elected,November 1998
sent_0753,Watson has served as Minority Leader since elected by his caucus in November 1998 .,his caucus,elected,Watson
sent_0753,Watson has served as Minority Leader since elected by his caucus in November 1998 .,his caucus,elected,November 1998
sent_0754,"Watson was the founder and editor of `` newcritics.com , '' an online journal of media and arts criticism launched in January , 2007 and shuttered in June , 2009 .",Watson,was,founder
sent_0754,"Watson was the founder and editor of `` newcritics.com , '' an online journal of media and arts criticism launched in January , 2007 and shuttered in June , 2009 .",newcritics.com,was,launched
sent_0754,"Watson was the founder and editor of `` newcritics.com , '' an online journal of media and arts criticism launched in January , 2007 and shuttered in June , 2009 .",newcritics.com,was,shuttered
sent_0754,"Watson was the founder and editor of `` newcritics.com , '' an online journal of media and arts criticism launched in January , 2007 and shuttered in June , 2009 .",January,was,launched
sent_0754,"Watson was the founder and editor of `` newcritics.com , '' an online journal of media and arts criticism launched in January , 2007 and shuttered in June , 2009 .",June,was,shuttered
sent_0755,"When Naguib began showing signs of independence from Nasser by distancing himself from the RCC 's land reform decrees and drawing closer to Egypt 's established political forces , namely the Wafd and the Brotherhood , Nasser resolved to depose him .",Naguib,began showing,signs
sent_0755,"When Naguib began showing signs of independence from Nasser by distancing himself from the RCC 's land reform decrees and drawing closer to Egypt 's established political forces , namely the Wafd and the Brotherhood , Nasser resolved to depose him .",Naguib,distancing,RCC's land reform decrees
sent_0755,"When Naguib began showing signs of independence from Nasser by distancing himself from the RCC 's land reform decrees and drawing closer to Egypt 's established political forces , namely the Wafd and the Brotherhood , Nasser resolved to depose him .",Naguib,drawing closer,Egypt's established political forces
sent_0755,"When Naguib began showing signs of independence from Nasser by distancing himself from the RCC 's land reform decrees and drawing closer to Egypt 's established political forces , namely the Wafd and the Brotherhood , Nasser resolved to depose him .",Naguib,drawing closer,Wafd
